# per-window evidence behind the reported selection
# estimator=phase reference=first looks=256 overlap=0 dt_s=0.023479714941 t_sap_s=0.023479714941
# win_az=32 win_rg=32 stride_az=16 stride_rg=16 upsample_az=200 coherence_min=0 inject_vib=no
# consensus_hz=0.998202067567 agree=10 voting=225 distinct=72 largest_block=9
# modal_lead_hz=0.998202067567
# df_hz=0.166367011261 quant_px=0 coherence_gate=0.493299654026 floor_px=0 n_win_az=15 n_win_rg=15
# cull_hz=0.998202067567 agree=9 input=225 survivors=81 snr_cull=0 sigma_cull=0 neigh_cull=144 snr_gate=0 snr_null=0 sigma_gate_px=0 gates=0
# amplitude_dispersion best=0.0373082386063 median=0.559643069981 n_meeting_0.25=9
# passed_cull_source=selector expected_sum=81
window,iaz,irg,dominant_hz,prominence,quality,excursion_px,snr,sigma_px,d_a,passed_gates,agrees_with_consensus,passed_cull,floor_mm
152,10,2,0.831835056306,4.89634056429,0.688118072192,0,0,0,0.529573303907,1,0,1,0.406295757624
153,10,3,6.98741447297,4.46621410693,0.641033290502,0,0,0,0.515907991459,1,0,1,0.397953126037
154,10,4,3.66007424775,4.02071628301,0.635791762278,0,0,0,0.539985279358,1,0,1,0.390598826107
155,10,5,3.66007424775,4.02071628301,0.647485288881,0,0,0,0.539985279358,1,0,1,0.390598826107
156,10,6,1.83003712387,6.27826693798,0.732683251182,0,0,0,0.56772563302,1,0,0,0.397061195602
157,10,7,1.83003712387,6.27826693798,0.693609934414,0,0,0,0.56772563302,1,0,0,0.397061195602
158,10,8,12.3111588333,3.71745806321,0.655946221924,0,0,0,0.530847987555,1,0,0,0.43840888932
159,10,9,0.998202067567,13.4174966264,0.971350526892,0,0,0,0.142046555826,1,1,1,0.00245651499476
160,10,10,0.998202067567,13.4174966264,0.94766137442,0,0,0,0.142046555826,1,1,1,0.00245651499476
161,10,11,0.998202067567,12.6587097027,0.968529681889,0,0,0,0.0581018646764,1,1,1,0.00220697074385
162,10,12,19.132206295,5.965980906,0.646206879392,0,0,0,0.566496821629,1,0,0,0.427602841843
163,10,13,19.132206295,5.965980906,0.683643104992,0,0,0,0.566496821629,1,0,0,0.427602841843
164,10,14,8.31835056306,6.34044381455,0.667868262039,0,0,0,0.594142724013,1,0,0,0.38617393795
165,11,0,19.6313073288,4.68009580958,0.696430360021,0,0,0,0.582650466771,1,0,0,0.455663505166
166,11,1,4.32554229279,6.25242812366,0.68806655655,0,0,0,0.58369753764,1,0,0,0.402439286108
167,11,2,6.98741447297,4.46621410693,0.656008378813,0,0,0,0.515907991459,1,0,0,0.397953126037
168,11,3,6.98741447297,4.46621410693,0.63891823078,0,0,0,0.515907991459,1,0,1,0.397953126037
169,11,4,4.32554229279,4.24072228267,0.657787310997,0,0,0,0.529855643307,1,0,1,0.411264074044
170,11,5,4.32554229279,4.24072228267,0.639114976529,0,0,0,0.529855643307,1,0,1,0.411264074044
171,11,6,10.6474887207,10.5335944418,0.764178257229,0,0,0,0.63456499366,1,0,1,0.409393809174
172,11,7,10.6474887207,10.5335944418,0.740844926292,0,0,0,0.63456499366,1,0,1,0.409393809174
173,11,8,19.132206295,3.92906995555,0.658543439374,0,0,0,0.539309701955,1,0,0,0.397074545745
174,11,9,0.998202067567,13.4174966264,0.950852587478,0,0,0,0.142046555826,1,1,1,0.00245651499476
175,11,10,0.998202067567,13.4174966264,0.948296256188,0,0,0,0.142046555826,1,1,1,0.00245651499476
176,11,11,0.998202067567,6.76968032346,0.983727638904,0,0,0,0.0392283173418,1,1,1,0.00289894171463
177,11,12,15.9712330811,3.7546510294,0.68192811911,0,0,0,0.540069114414,1,0,0,0.373435032993
178,11,13,15.9712330811,3.7546510294,0.712862048109,0,0,0,0.540069114414,1,0,0,0.373435032993
179,11,14,1.66367011261,9.22367527421,0.681573587134,0,0,0,0.57897825054,1,0,0,0.393214348918
180,12,0,2.82823919144,7.98653055002,0.70967734859,0,0,0,0.583208002198,1,0,0,0.432561674147
181,12,1,4.32554229279,6.25242812366,0.691473889891,0,0,0,0.58369753764,1,0,0,0.402439286108
182,12,2,9.15018561937,4.16167428214,0.646992354651,0,0,0,0.531998748351,1,0,0,0.419337851693
183,12,3,3.66007424775,5.99879675795,0.662278839383,0,0,0,0.553675418028,1,0,0,0.4452000331
184,12,4,4.32554229279,4.24072228267,0.646254843562,0,0,0,0.529855643307,1,0,1,0.411264074044
185,12,5,4.32554229279,4.24072228267,0.613318464105,0,0,0,0.529855643307,1,0,1,0.411264074044
186,12,6,10.6474887207,10.5335944418,0.749389295617,0,0,0,0.63456499366,1,0,1,0.409393809174
187,12,7,10.6474887207,10.5335944418,0.72530747395,0,0,0,0.63456499366,1,0,1,0.409393809174
188,12,8,13.8084619347,3.82853255092,0.648517578142,0,0,0,0.53928065947,1,0,0,0.380669763861
189,12,9,14.1411959572,8.24315331313,0.947317241633,0,0,0,0.595647600743,1,0,0,0.00882654505693
190,12,10,14.1411959572,8.24315331313,0.94683169858,0,0,0,0.595647600743,1,0,0,0.00882654505693
191,12,11,1.33093609009,5.79832400514,0.745215854793,0,0,0,0.521305471612,1,0,0,0.369975165689
192,12,12,17.6349031937,4.08969174614,0.690546717223,0,0,0,0.588906615128,1,0,0,0.421446959457
193,12,13,17.3021691712,5.13343526796,0.709177169901,0,0,0,0.599800730088,1,0,0,0.434194204302
194,12,14,1.66367011261,9.22367527421,0.691744952278,0,0,0,0.57897825054,1,0,0,0.393214348918
195,13,0,2.82823919144,7.98653055002,0.713344987263,0,0,0,0.583208002198,1,0,0,0.432561674147
196,13,1,7.15378148423,4.72845026029,0.673472190152,0,0,0,0.580527064735,1,0,0,0.44242949062
197,13,2,9.15018561937,4.16167428214,0.640195875598,0,0,0,0.531998748351,1,0,0,0.419337851693
198,13,3,20.6295093964,4.96512424374,0.679977426016,0,0,0,0.540486528709,1,0,1,0.430097658323
199,13,4,20.6295093964,4.96512424374,0.651175936525,0,0,0,0.540486528709,1,0,1,0.430097658323
200,13,5,18.46673825,6.19976654895,0.712064245701,0,0,0,0.562450227618,1,0,0,0.399108527229
201,13,6,17.8012702049,4.14670674279,0.754605632848,0,0,0,0.582739233431,1,0,1,0.405168524909
202,13,7,17.8012702049,4.14670674279,0.730001206752,0,0,0,0.582739233431,1,0,1,0.405168524909
203,13,8,13.8084619347,3.82853255092,0.624835395561,0,0,0,0.53928065947,1,0,0,0.380669763861
204,13,9,16.3039671036,5.23350222775,0.951081946585,0,0,0,1.13050197161,1,0,1,0.167112207342
205,13,10,16.3039671036,5.23350222775,0.951040129972,0,0,0,1.13050197161,1,0,1,0.167112207342
206,13,11,11.479323777,4.5007650641,0.633183124711,0,0,0,0.617606206467,1,0,0,0.393016785091
207,13,12,11.479323777,4.5007650641,0.706125538371,0,0,0,0.617606206467,1,0,0,0.393016785091
208,13,13,5.82284539414,5.40550818416,0.672225462264,0,0,0,0.586554240722,1,0,0,0.472735011482
209,13,14,5.82284539414,5.40550818416,0.655490211665,0,0,0,0.586554240722,1,0,0,0.472735011482
210,14,0,10.3147546982,5.11550704184,0.694387154839,0,0,0,0.506646603055,1,0,0,0.396138463045
211,14,1,7.15378148423,4.72845026029,0.663677895547,0,0,0,0.580527064735,1,0,0,0.44242949062
212,14,2,20.7958764076,4.54525690989,0.63294606631,0,0,0,0.566010921742,1,0,0,0.421697702867
213,14,3,20.6295093964,4.96512424374,0.666899075104,0,0,0,0.540486528709,1,0,1,0.430097658323
214,14,4,20.6295093964,4.96512424374,0.635586018506,0,0,0,0.540486528709,1,0,1,0.430097658323
215,14,5,0.831835056306,5.81707547944,0.735731823981,0,0,0,0.565985931311,1,0,0,0.402103167908
216,14,6,17.8012702049,4.14670674279,0.742872753333,0,0,0,0.582739233431,1,0,1,0.405168524909
217,14,7,17.8012702049,4.14670674279,0.73062631147,0,0,0,0.582739233431,1,0,1,0.405168524909
218,14,8,19.4649403176,6.11970342839,0.936741197349,0,0,0,1.41336750711,1,0,0,0.40168313182
219,14,9,16.3039671036,4.27145639702,0.949269678124,0,0,0,1.53169866313,1,0,1,0.266513235785
220,14,10,16.3039671036,4.27145639702,0.950141117105,0,0,0,1.53169866313,1,0,1,0.266513235785
221,14,11,0.665468045045,6.08300244393,0.634747630061,0,0,0,0.557164520004,1,0,0,0.421255964511
