#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime
8H|RM31|42.702323|13.23309|1034.0|Accumoli (RI)|2009-09-17T00:00:00|2010-02-15T23:59:59
8H|RM32|42.570243|13.293221|1362.0|Poggio Cancelli - RI|2009-09-18T09:02:54|2011-07-26T23:59:00
8H|T0101|42.330766|13.302633|850.0|Poggio Santa Maria - AQ|2009-04-06T18:11:00|2009-10-06T08:00:00
8H|T0102|42.396717|13.313917|707.0|San Vittorio (AQ)|2009-04-06T18:16:00|2009-09-01T14:15:00
8H|T0103|42.36185|13.424483|849.0|L'Aquila|2009-04-06T13:59:00|2009-06-10T23:59:00
8H|T0104|42.3599|13.3382|754.0|Madonna delle Grazie (Coppito) - AQ|2009-04-07T16:09:00|2009-10-09T16:00:00
8H|T0105|42.31095|13.462933|685.0|Valle d'Ocre, Ocre (AQ)|2009-04-08T15:44:00|2009-11-26T08:40:00
8H|T0106|42.3069|13.3837|1260.0|L Aquila Frazione Roio Piano (AQ)|2009-04-08T15:48:00|2011-02-25T00:00:00
8H|T0107|42.4726|13.2475|1145.0|San Pelino (Cagnano Amiterno) - AQ|2009-04-09T16:11:00|2011-02-25T00:00:00
8H|T0110|42.22944|13.776334|915.0| Collepietro - AQ|2009-09-02T16:00:00|2011-02-25T00:00:00
8P|T1201|42.6573|13.2508|934.0|Domo (RI)|2016-08-24T09:53:36|2017-05-23T10:00:00
8P|T1202|42.703517|13.224867|1251.0|Villanova (RI)|2016-08-24T10:01:39|2017-01-23T12:42:00
8P|T1204|42.676|13.3167|1508.0|Cossito (RI)|2016-08-24T10:05:51|2017-05-23T10:00:00
8P|T1211|42.532852|12.855145|979.0|Morro Reatino RI|2016-08-24T04:00:00|2017-09-21T17:00:00
8P|T1212|42.751556|13.044636|869.0|Avendita PG|2016-08-24T04:00:00|2017-05-23T20:00:00
8P|T1213|42.724918|13.125775|860.0|Savelli PG|2016-08-24T04:00:00|2017-09-21T14:45:00
8P|T1214|42.759537|13.208697|1490.0|Forca Canapine AP|2016-08-24T04:00:00|2018-04-27T15:00:00
8P|T1215|42.80188|12.868511|695.0|Reggiano PG|2016-08-25T10:00:00|2017-03-15T23:59:00
8P|T1216|42.890667|13.019|620.0|Castelvecchio PG|2016-08-25T14:00:01|2017-09-21T14:15:00
8P|T1217|42.711902|12.931333|1004.0|Poggiodomo PG|2016-08-26T14:30:00|2017-05-23T14:00:00
8P|T1218|42.669983|13.115224|1184.0|Civita PG|2016-08-24T04:00:00|2017-09-21T15:30:00
8P|T1219|43.05583|13.00473|717.0|Massaprofoglio MC|2016-10-27T11:37:45|2018-07-04T21:15:00
8P|T1220|43.11018|13.08894|474.0|Baregnano MC|2016-10-26T21:45:08|2018-07-04T23:59:00
8P|T1221|42.860508|12.847005|955.0|Spina Nuova PG|2016-10-30T12:30:37|2018-07-05T23:59:00
8P|T1222|42.401383|13.036717|556.0|Castel Sant Angelo, Loc. Ville (RI)|2017-01-19T13:43:42|2017-05-23T14:00:00
8P|T1241|42.85635|13.43116|664.0|Roccafluvione, Frazione OsoliAscoli Piceno|2016-08-24T11:20:00|2017-07-06T14:54:00
8P|T1242|42.82925|13.20436|1451.0|Castelluccio di Norcia Perugia|2016-08-24T14:42:00|2016-10-03T09:36:00
8P|T1243|42.69657|13.44839|1120.0|Rocca Santa Maria, Loc. Ceppo (TE)|2016-08-24T09:19:00|2017-02-19T12:02:00
8P|T1244|42.75697|13.29779|950.0|Spelonga|2016-08-26T09:50:32|2017-09-02T07:59:00
8P|T1245|42.85654|13.18798|1541.0|Castelsantangelo Sul Nera Macerata|2016-10-03T11:30:00|2017-08-18T07:59:00
8P|T1246|42.58331|13.49295|1134.0|Crognaleto|2016-08-28T14:00:00|2017-09-21T23:59:00
8P|T1247|42.44157|13.29834|836.0|Pizzoli|2016-08-28T12:00:00|2018-07-05T23:59:00
8P|T1256|43.00631|13.22604|1536.0|Bolognola Macerata|2016-10-26T21:20:04|2017-08-31T08:59:00
9K|T1011|41.359643|14.417482|1152.0|San Potito Sannitico (CE)|2013-12-30T16:00:00|2014-02-28T18:00:00
9K|T1012|41.26232|14.49652|599.0| Faicchio (BN)|2013-12-31T10:00:00|2014-03-03T11:30:00
9N|T0701|39.98617|16.116141|882.0|Viggianello PZ|2012-05-30T13:44:00|2016-07-19T08:15:00
9N|T0702|39.7209|16.0835|883.0|Acquaformosa CS|2012-05-30T15:30:00|2016-07-19T08:18:00
9N|T0711|39.93571|16.06183|751.0|Rotonda (CS)|2011-11-26T07:57:54|2012-03-11T19:41:00
9N|T0712|39.820545|15.85187|248.0|Santa domenica di Talao|2011-11-26T14:29:44|2012-07-13T15:14:00
9N|T0713|40.00852|15.97598|667.0|Castelluccio Superiore (PZ)|2011-11-27T10:53:00|2012-07-13T15:14:00
9N|T0714|39.94992|15.96809|303.0|Laino Borgo (CS)|2011-11-26T10:53:00|2012-07-13T15:14:00
9N|T0715|39.8384|16.0683|1044.0|Loc. Campotenese , Morano Calabro (CS)|2011-12-18T16:00:00|2012-07-13T23:51:00
9N|T0716|39.9487|16.0224|560.0|Rotonda (PZ) Contrada Piano Incoronata|2012-03-22T12:27:00|2012-07-13T12:30:00
9N|T0721|39.93691|15.97695|535.0|Laino Castello (CS)|2012-10-26T10:17:00|2015-01-19T23:51:00
9N|T0722|39.9239|16.0608|831.0|Contrada Zircoli, Rotonda (PZ)|2012-10-26T10:17:00|2015-01-09T18:00:00
9N|T0723|39.8938|16.08646|1484.0|Campotenese Morano Calabro (CS)|2012-10-26T15:45:00|2015-01-01T14:30:00
9N|T0724|39.84875|15.87647|357.0|Frazione Tremoli Papasidero (CS)|2012-10-27T09:20:00|2013-03-19T12:00:00
9N|T0725|39.84526|16.26092|667.0|Frascineto (CS)|2012-10-27T13:10:00|2014-09-16T12:00:00
9O|DIV01|45.98671|8.345198|700.0|Anzola d'Ossola (VCO)|2021-10-11T00:00:00|2024-10-31T00:00:00
9O|DIV02|46.010724|8.327315|588.0|Colloro (VCO)|2021-10-11T00:00:00|2024-10-31T00:00:00
9O|DIV03|45.995081|8.398088|230.0|Nibbio (VCO)|2021-10-11T00:00:00|2023-07-26T22:00:00
9O|DIV04|45.966128|8.453883|321.0|Bracchio (VCO)|2021-10-11T00:00:00|2024-06-25T00:00:00
9O|DIV05|45.983238|8.398803|254.0|DT-1b hole Ornavasso (VCO)|2023-09-12T09:00:00|2024-10-31T00:00:00
9O|DIV06|45.93588|8.28779|906.0|Forno (VCO)|2021-10-11T00:00:00|2024-10-31T00:00:00
9O|DIV07|45.911285|8.3441|690.0|Luzzogno (VCO)|2021-10-11T00:00:00|
9O|DIV08|46.0649|8.2037|616.0|Seppiana (VCO)|2022-01-26T00:00:00|2024-06-25T00:00:00
9O|DIV09|46.020493|8.214117|515.0|Castiglione (VCO)|2021-10-11T00:00:00|2024-06-25T00:00:00
9O|DIV10|45.998562|8.280573|240.0|Loro (VCO)|2023-07-27T11:00:00|2024-06-25T00:00:00
9O|DIV11|46.135147|8.438736|894.0|Druogno (VCO)|2021-10-11T00:00:00|2024-10-31T00:00:00
9O|DIV12|46.0032|8.492|775.0|Cicogna (VCO)|2022-01-25T00:00:00|2024-06-25T00:00:00
9O|DIV60|45.935874|8.288046|948.0|Forno (VCO)|2021-10-11T00:00:00|2023-06-07T22:00:00
AC|BCI|42.3666|20.067499|500.0|Bajram Curri, Albania|2009-12-22T00:00:00|
AC|BERA|40.708125|19.945503|234.0|Berat, Albania|2022-07-19T12:09:00|
AC|KBN|40.6236|20.7874|800.0|Korce, Albania|2016-02-23T09:58:16|
AC|LACI|41.636682|19.717809|56.0| Lac, Albania|2022-07-19T00:00:00|
AC|LSK|40.149899|20.5987|960.0|Leskovik, Albania|2010-01-01T00:00:00|
AC|PHP|41.6847|20.4408|670.0|Peshkopi, Albania|2009-12-22T00:00:00|
AC|PUK|42.042599|19.892599|900.0|Puke, Albania|2009-05-29T00:00:00|
AC|SDA|42.05|19.5|30.0|Shkoder, Albania|2020-01-01T01:00:00|
AC|SRN|39.880001|20.0005|20.0|Sarande, Albania|2003-07-22T00:00:00|
AC|TPE|40.2947|20.0094|273.0|Tepelene, Albania|2012-12-20T10:44:47|
AC|VLO|40.468601|19.495501|80.0|Vlore, Albania|2004-09-11T00:00:00|
BA|PZUN|40.6458|15.807|820.0|Potenza Universita|2008-03-27T11:00:00|2018-09-18T09:46:00
DY|EA2|-77.239011|123.515958|3164.0|EAIIST point 2|2019-10-01T00:00:00|2020-12-31T00:00:00
DY|EA4|-79.647678|126.140692|2908.0|EAIIST point 4|2019-10-01T00:00:00|2020-12-31T00:00:00
DY|EA6|-80.800197|122.180717|2981.0|EAIIST point 6|2019-10-01T00:00:00|2020-12-31T00:00:00
DY|HUGH|-75.398|162.202|215.0|Hughes Bluff|2005-10-01T00:00:00|
DY|JYCE|-75.618|160.891|1228.0|Mt Joyce|2005-10-01T00:00:00|
DY|KRNG|-74.9936|157.9262|1600.0|Mount Kring|2003-10-01T00:00:00|
DY|MDAN|-75.7994|161.7983|775.0|McDaniel Nunatack|2003-10-01T00:00:00|
DY|MIDP|-75.538988|145.816645|2498.0|MidPoint|2012-10-01T00:00:00|2013-12-31T00:00:00
DY|MORR|-75.6562|159.072|880.0|Morris Basin|2003-10-01T00:00:00|
DY|OHG|-75.1357|161.1366|620.0|Ohg Nunatak|2003-10-01T00:00:00|
DY|PHIL|-75.2191|162.5447|423.0|Cape Philippi|2003-10-01T00:00:00|
DY|PRS1|-75.269807|162.215888|428.0|Mt Priestley - new site|2025-10-01T00:00:00|
DY|PRST|-75.2237|161.909|475.0|Mt Priestley - offside|2003-10-01T00:00:00|
DY|STAR|-75.899|162.5926|70.0|Starr Nunatack|2003-10-01T00:00:00|
DY|TALD|-72.831082|159.201298|2360.0|Talos Dome|2012-10-01T00:00:00|2013-12-31T00:00:00
DY|TH01|76.664587|-68.748145|12.0|Mario Grafo|2021-08-01T00:00:00|
DY|TH02|76.653333|-67.976944|88.0|Moltke Beach|2021-08-01T00:00:00|
DY|TH03|76.580556|-68.615|282.0|Secret Place|2021-08-01T00:00:00|
DY|TH04|76.589632|-68.327065|9.0|Waterfall|2022-09-14T00:00:00|
DY|TRIO|-75.4977|159.6897|1148.0|Trio Central Nunatak|2005-10-01T00:00:00|
EL|FROS|43.20972|11.15622|432|Frosini|2010-02-22T00:00:00|
EL|MAGO|43.273245|10.657926|280|Magona|2016-02-22T00:00:00|
EL|MCIV|42.77861|11.6765|790|Monte Civitella|2010-02-22T00:00:00|
EL|TRIF|43.11478|10.90265|596|Trifonti|2010-02-22T00:00:00|
FI|AMT1|42.86005|11.65003|1045.0|Amiata 1 Abbadia San Salvatore, Siena, Italy|2012-05-17T00:00:00|
FI|AMT2|42.8677|11.6574|1044.0|Amiata 2 Abbadia San Salvatore, Siena, Italy|2012-05-24T00:00:00|
FI|AMT3|42.86948|11.64115|1169.0|Amiata 3 Abbadia San Salvatore, Siena, Italy|2012-07-19T00:00:00|
FI|AMT4|42.86615|11.64702|1078.0|Amiata 4 Abbadia San Salvatore, Siena, Italy|2016-12-28T00:00:00|
GU|BHB|44.8355|7.263|576.0|Bricherasio (TO) - Italy|2009-10-27T00:00:00|
GU|BIGN|43.8708|7.7378|1250.0|Mt. Bignone - Sanremo (IM) - Italy|2023-04-19T00:00:00|
GU|BLANC|45.8444|6.934|3279.0|P.ta Helbronner (AO) - Italy|2018-09-27T00:00:00|
GU|BURY|43.7825|7.557|18.0|Villa Hanbury (IM) - Italy|2015-04-14T00:00:00|
GU|CANI|45.43586|7.69105|817.0|Castelnuovo Nigra (TO) - Italy|2025-07-09T00:00:00|
GU|CANO|44.2075|8.2372|590.0|Canova, Magliolo (SV) - Italy|2015-09-01T00:00:00|2025-07-04T23:59:59
GU|CARD|44.0261|10.4821|380.0|Cardoso, Gallicano (LU) - Italy|2013-02-05T00:00:00|
GU|CIRO|45.6019|7.5681|2462.0|Champorcher (AO) - Italy|2009-06-05T00:00:00|
GU|ENR|44.2294|7.4182|1114.0|Entracque (CN) - Italy|2011-05-04T00:00:00|
GU|EQUI|44.166|10.153|350.0|Equi Terme (MS) - Italy|2012-04-26T00:00:00|
GU|FINB|44.1775|8.3253|85|Finale Ligure|2009-01-19T12:00:00|2015-06-09T12:41:00
GU|FIVI|44.2394|10.1271|338.0|Fivizzano (MS) - Italy|2008-05-01T00:00:00|
GU|FOSD|44.1076|9.9971|60.0|Fosdinovo|2013-06-23T08:00:00|2013-09-04T17:30:00
GU|GBOS|44.2416|7.8399|845.0|Grotte di Bossea (CN) - Italy|2011-10-26T00:00:00|
GU|GENL|44.4057|8.9697|80.0|Genova|2018-06-12T08:51:40|
GU|GORR|44.6071|9.2926|572.0|Gorreto (GE) - Italy|2012-03-14T00:00:00|
GU|GRAM|44.4904|10.065|844.0|Graiana (PR) - Italy|2012-12-03T00:00:00|
GU|GSCL|44.3506|10.588|650.0|Gusciola (MO) - Italy|2016-01-20T00:00:00|
GU|IMI|43.9105|7.89317|840.0|IMPERIA|2003-03-01T00:00:00|
GU|LSD|45.4596|7.1339|2271.0|Lago del Serru` (TO) - Italy|2007-07-05T12:00:00|
GU|MAIM|43.9131|10.4916|225.0|Mastiano (LU) - Italy|2006-05-18T00:00:00|
GU|MASSA|44.0139|10.1153|6.0|MASSA|2019-06-11T00:25:00|2020-09-16T00:00:00
GU|MGRO|44.0426|7.8082|1645.0|Montegrosso Pian Latte (IM) - Italy|2012-06-08T00:00:00|
GU|NEGI|43.84617|7.70267|734.0|Perinaldo|2010-12-09T00:00:00|2014-07-31T00:00:00
GU|PCP|44.5413|8.5455|772.0|Piancastagna, Ponzone (AL) - Italy|2006-10-10T00:00:00|
GU|POPM|44.045|10.7568|438.0|Popiglio, Piteglio (PT) - Italy|2010-10-28T00:00:00|
GU|PZZ|44.5065|7.1157|1397.0|Stroppo (CN) - Italy|2007-05-07T00:00:00|
GU|REMY|45.8378|7.1565|2390.0|Saint Rhemy en Bosses (AO) - Italy|2011-10-01T00:00:00|
GU|RNCA|44.4711|8.9512|193.0|Ronca, Sant`Olcese(GE) - Italy|2015-05-28T00:00:00|
GU|RORO|44.1125|8.0667|246.0|Colletta di Castelbianco (SV) - Italy|2007-09-13T00:00:00|
GU|ROTM|44.8493|8.3523|186.0|Rocchetta Tanaro (AT) - Italy|2011-02-12T00:00:00|
GU|RRL|44.921|6.79|2086.0|Cesana Torinese (TO) - Italy|2010-02-16T00:00:00|
GU|RSP|45.1482|7.2649|1265.0|Reno Superiore, Condove (TO) - Italy|2006-05-17T00:00:00|
GU|SARM|44.18402|10.4008|1021.0|Sassorosso (LU) - Italy|2011-02-22T00:00:00|
GU|SATI|45.8754|7.8685|2935|Passo dei Salati (AO) - Italy|2009-11-26T00:00:00|
GU|SC2M|44.4043|9.5343|664.0|Scurtabo|2006-06-25T12:00:00|2012-03-13T12:44:00
GU|STV|44.2451|7.3263|968.0|Sant'Anna di Valdieri (CN) - Italy|2006-05-18T00:00:00|
GU|TRAV|45.5122|7.7461|973.0|Traversella (TO) - Italy|2007-04-18T00:00:00|2024-08-22T09:59:59
IV|ACATE|37.02398|14.50064|210|ACATE|2019-02-28T05:59:00|
IV|ACER|40.7867|15.9427|690|Acerenza|2007-07-05T12:00:00|
IV|AGLI|41.1269|9.1733|180|Aglientu|2017-03-21T19:36:44|
IV|AGST|37.25652|15.22713|70|Augusta|2003-03-01T00:00:00|
IV|AIO|37.9712|15.233|751|Antillo, Italy|2012-05-31T12:00:00|
IV|ALJA|37.74897|13.75373|700|Alia|2008-02-14T10:00:00|
IV|AMUR|40.9071|16.6041|443|Altamura|2005-08-03T15:46:00|
IV|AOI|43.55017|13.602|530.0|Monte Conero|2004-06-29T10:00:00|
IV|APEC|43.55846|12.41991|488|Apecchio|2014-02-06T12:00:00|
IV|APPI|46.47868|11.22813|1056.0|Appiano|2003-11-12T00:00:00|
IV|APRC|41.75738|15.54308|672.0|Apricena (FG)|2016-01-21T13:39:26|
IV|AQT1|42.772582|13.294865|742.0|Arquata del Tronto|2011-07-19T00:00:00|2016-09-01T09:50:00
IV|AQU|42.354|13.405|710|L'Aquila, Italy|2003-03-01T00:00:00|2008-10-15T00:00:00
IV|ARCI|42.8519|11.4754|1080|Arcidosso|2005-05-04T10:50:00|
IV|ARRO|42.57917|12.76567|253|Arrone|2012-01-18T09:00:00|
IV|ARVD|43.49807|12.94153|461.0|ARCEVIA 2|2003-03-01T00:00:00|
IV|ASCOL|42.851223|13.58969|180|Ascoli Piceno|2021-06-16T10:00:00|
IV|ASOL|45.8003|11.9023|181.0|Asolo|2011-11-17T10:38:26|
IV|ASQU|43.7967|11.7893|860|Asqua|2007-10-25T00:00:00|
IV|ASS|43.06298|12.65175|805|ASSISI|2003-03-01T00:00:00|2011-04-01T00:00:00
IV|ASSB|43.0426|12.6587|734|Assisi San Benedetto|2008-06-11T16:30:00|
IV|ATBU|43.47571|12.54828|1000|AVT - Serra di Burano|2009-10-27T11:00:00|
IV|ATCA|43.56589|12.26614|688.0|Cantone|2010-06-04T13:30:00|2012-12-11T09:00:00
IV|ATCC|43.18514|12.63994|557|AVT - Casa Castalda|2009-12-16T12:00:00|
IV|ATFO|43.3666|12.5715|960|Monte Foce - Gubbio|2009-08-10T15:00:00|
IV|ATLO|43.31516|12.40726|584|AVT - Montelovesco|2009-11-11T12:00:00|
IV|ATMC|43.44685|12.1928|740|Monte Cedrone|2009-01-29T13:00:00|
IV|ATMI|43.33419|12.26801|581|AVT - Monte Miggiano|2009-11-24T00:00:00|
IV|ATN|38.15948|15.46472|1130.0|ANTENNAMARE|2003-03-01T00:00:00|2015-08-28T12:00:00
IV|ATPC|43.4807|12.457|810|Poggio Castellaccio|2009-01-26T15:00:00|
IV|ATPI|43.45068|12.40222|694|Pietralunga - Aviosuperficie|2009-03-17T12:00:00|
IV|ATRE|43.54615|12.2639|462.0|Renzetti|2013-09-17T08:59:00|2014-01-30T12:24:00
IV|ATSC|43.424|12.68641|895|Scheggia|2012-11-29T09:10:00|
IV|ATTE|43.1979|12.3536|929|AVT - Monte Tezio|2009-11-24T00:00:00|2020-07-08T18:00:00
IV|ATVA|43.2786|12.28531|605|AVT - Monte Valcinella|2009-11-11T00:00:00|
IV|ATVO|43.38211|12.40663|638|AVT - Monte Valentino|2009-10-27T00:00:00|
IV|BADI|43.50967|12.24433|430|BADIALI|2004-07-30T10:00:00|
IV|BAG8|45.8228|10.4664|807.0|Bagolino|2010-02-24T17:00:00|
IV|BARO|42.24795|12.05123|350|Barbarano|2019-03-20T00:00:00|
IV|BASIC|38.06703|15.068847|536|BASIC|2024-04-02T10:43:08|
IV|BAZZO|38.6619947|15.11632|50.0|Basiluzzo|2026-06-11T00:00:00|
IV|BDI|44.0628|10.5956|864|BAGNI DI LUCCA|2003-03-01T00:00:00|
IV|BIOG|41.199899|15.132629|623.0|Camporeale (Ariano Irpino)|2012-09-27T13:04:00|
IV|BLLA|44.14294|12.47033|1.0|Bellaria|2009-01-15T12:00:00|
IV|BOB|44.76792|9.44782|910|BOBBIO|2003-03-01T00:00:00|
IV|BORM|46.4694|10.3764|1235|Bormio|2011-09-15T17:00:00|2022-08-03T19:25:00
IV|BOSL|43.93096|11.374336|378|BORGO SAN LORENZO|2021-06-10T08:12:00|
IV|BOTM|45.5416|10.3213|157.0|Botticino Mattina|2014-11-14T14:00:00|2019-08-30T15:01:00
IV|BOTT|45.5494|10.3095|200|Botticino|2009-10-27T17:00:00|2014-10-14T23:59:00
IV|BOZZ|45.1071|10.482|30.0|Bozzolo (MN)|2019-09-06T08:48:48|
IV|BRES|46.69868|11.7341|2454.0|BRESSANONE|2003-03-01T00:00:00|
IV|BRICA|38.72384|16.02905|47|Briatico (VV)|2024-02-07T14:00:00|
IV|BRIS|44.22454|11.76657|260|BRISIGHELLA|2010-05-26T16:00:00|
IV|BRMO|46.47616|10.37218|1380.0|BORMIO|2003-03-01T00:00:00|
IV|BRSN|44.28418|12.08023|20|BARISANO|2003-03-01T00:00:00|
IV|BSSO|41.5461|14.5938|1010.0|Busso|2005-01-17T00:00:00|
IV|BULG|40.0783|15.3776|815.0|Bulgheria - Camerota|2006-08-07T08:00:00|
IV|BULT|40.5092|9.0397|741|Bultei - Sa Pruna|2021-06-22T11:56:00|
IV|CAAM|40.820065|14.142049|170.0|Accademia Aeronautica - Stazione Osservatorio Vesuviano|2011-12-09T00:00:00|
IV|CADA|43.1942|13.7614|148|Capodarco|2010-01-13T09:00:00|
IV|CADC|45.455464|10.128662|106.0|Capriano del Colle (BS)|2018-05-25T09:59:28|
IV|CAFE|41.028|15.2366|1070.0|Carife|2005-07-10T00:00:00|
IV|CAFI|43.3292|11.9663|547.0|Castiglion Fiorentino|2007-09-12T12:00:00|
IV|CAFL|40.8439|14.0935|75|Arco Felice|1988-01-01T10:57:00|2018-08-09T23:59:59
IV|CAFR|42.2273|14.347|250|Castel Frentano|2005-06-24T12:00:00|2017-01-10T12:00:00
IV|CAGG|40.5573|15.5114|1176|Caggiano (SA)|2017-08-01T09:00:54|2024-01-24T00:00:00
IV|CAGR|37.622|14.4999|548|Agira|2010-05-21T15:00:00|2021-10-03T23:59:59
IV|CAIS|43.050003|9.842659|33|CAIS|2023-05-17T00:00:00|
IV|CAMP|42.53578|13.409|1283|CAMPOTOSTO|2003-10-09T00:00:00|
IV|CAPA|41.158295|15.816928|156.0|Cerignola FG|2014-02-04T09:20:00|
IV|CAPR|45.6372|9.9345|215.0|Capriolo|2010-03-15T17:00:00|
IV|CAR1|39.2534|16.2114|680.0|CAROLEI|2010-04-02T16:00:00|
IV|CARO|39.254|16.219|618|Carolei|2006-08-07T00:00:00|2009-09-03T14:00:00
IV|CASP|42.7908|10.8652|390|Castiglione della Pescaia|2007-05-30T19:00:00|
IV|CAVE|44.8658|11.0031|18|Cavezzo|2012-11-28T08:00:00|
IV|CAVT|37.67883|12.7556|158.0|Castelvetrano - Marcita|2003-03-01T00:00:00|
IV|CAWE|40.840439|14.139376|276|Astroni Ovest - Stazione Osservatorio Vesuviano|2019-04-18T00:00:00|
IV|CBAC|40.810901|14.08057|77|Campi Flegrei, Castello di Baia - Stazione Osservatorio Vesu|2009-09-15T00:00:00|
IV|CBAG|40.811524|14.174719|51.9|Bagnoli Pozzo Italsider - Stazione Osservatorio Vesuviano|2014-05-27T00:00:00|
IV|CCAP|40.8064|14.192267|207.2|Capo Posillipo - Stazione Osservatorio Vesuviano|2023-03-06T00:00:00|
IV|CDCA|43.4584|12.2336|50|Citta di Castello|2006-07-14T12:00:00|
IV|CDRU|40.4896|15.3046|1057.0|Civita di Ruta - Ottati|2005-10-13T10:00:00|
IV|CELB|42.746577|10.210652|742|S.Piero in Campo Elba|2011-06-08T15:00:00|
IV|CELI|39.4027|16.5088|1290.0|Celico, Cosenza|2011-10-24T07:57:22|
IV|CERA|41.5978|14.0183|800.0|Filignano|2006-07-20T00:00:00|
IV|CERT|41.94903|12.98176|773|CERRETO|2003-04-24T00:00:00|
IV|CESI|43.0049|12.9046|840.0|Cesi-Serravalle di Chienti|2007-01-08T15:00:00|
IV|CESX|42.608486|12.58676|380|Cesi|2008-07-18T12:00:00|
IV|CET2|39.528756|15.954618|675|Cetraro|2011-12-01T08:25:30|
IV|CFMN|40.832942|14.090403|91.9| Monte Nuovo - Stazione Osservatorio Vesuviano|2014-09-23T00:00:00|
IV|CGL|39.366|9.296|1050.0|PUNTA SERPEDDI|2003-03-01T00:00:00|
IV|CGN1|40.822128|14.16215|65.2|EX-NATO GALLERIA 2 - Stazione Osservatorio Vesuviano|2026-01-14T00:00:00|
IV|CGN2|40.82082665|14.16818864|90.83|Galleria NATO 2- Stazione Osservatorio Vesuviano|2025-09-29T00:00:00|
IV|CIGN|41.65418|14.90502|350.0|Sant'Elia a Pianisi (CB)|2003-03-26T00:00:00|
IV|CIMA|43.305297|13.670091|163|Civitanova Marche|2010-03-15T09:21:00|
IV|CIMI|37.881475|13.572629|623.0|CIMI|2022-10-03T07:19:00|
IV|CING|43.37557|13.1954|626|CINGOLI|2003-11-20T00:00:00|
IV|CLTA|37.158|13.962|246|Licata (Agrigento)|2012-10-18T10:23:31|
IV|CLTB|37.578|13.216|949.0|Caltabellotta, Italy|2023-06-29T10:10:00|
IV|CMAG|44.53466|7.88007|344.0|Costamagna|2025-07-24T00:00:00|
IV|CMDO|37.4639|13.8229|571|CMDO|2014-01-24T14:28:07|
IV|CMIS|40.778122|14.088917|133.6| Capo Miseno - Stazione Osservatorio Vesuviano|2015-10-12T00:00:00|
IV|CMPO|44.5808|11.8056|2|Campotto Po|2007-02-21T12:00:00|2022-06-09T12:00:00
IV|CMPR|40.3181|15.303|732.0|Campora|2005-10-13T10:00:00|
IV|CMSN|40.838661|14.183622|154.4|Monte S.Angelo - Stazione Osservatorio Vesuviano|2008-11-28T00:00:00|
IV|CMTS|40.831427|14.197239|84.9|Via Metastasio - Stazione Osservatorio Vesuviano|2016-02-05T00:00:00|
IV|CNCS|45.606|10.217|126.0|Concesio|2012-01-23T14:30:00|
IV|CNIS|40.79817|14.163176|50.0|Campi Flegrei - Isola di Nisida|2022-03-14T00:00:00|
IV|COLB|40.819016|14.144606|55.9|Galleria Monte Olibano - Stazione Osservatorio Vesuviano|2011-07-06T00:00:00|
IV|COR1|43.63183|13.00033|237|Corinaldo|2011-04-12T12:12:00|
IV|CORL|37.8943|13.3038|660.0|Corleone (Palermo)|2006-04-19T18:30:00|
IV|CPGN|43.8011|12.3205|1400|Carpegna|2008-12-10T15:28:00|
IV|CPIS|40.829403|14.146811|124.6|Fumarola Pisciarelli - Stazione Osservatorio Vesuviano|2010-01-29T00:00:00|
IV|CPOZ|40.821072|14.11911|52|Darsena Pozzuoli - Stazione Osservatorio Vesuviano|2011-07-19T00:00:00|
IV|CPTP|37.4075|14.1625|561|CPTP - Pietraperzia, Italy|2011-12-20T00:00:00|
IV|CQUE|40.885339|14.155411|108.3| Quarto Est - Stazione Osservatorio Vesuviano|2023-06-28T23:00:00|
IV|CRAC|40.3814|16.435|384.0|Craco|2006-02-23T12:00:00|
IV|CRE|43.61888|11.95167|1215|CAPRESE MICHELANGELO|2003-03-01T00:00:00|
IV|CRJA|37.80162|13.00433|560.0|COSTA RAJA|2003-03-01T00:00:00|
IV|CRM1|43.210082|13.058016|302.0|Castelraimondo|2011-05-30T10:49:00|2017-07-27T01:24:00
IV|CRMI|43.795597222222|10.979505555556|490|Carmignano|2006-10-12T00:00:00|
IV|CRND|45.8361|12.0131|159.0|Cornuda|2011-11-04T17:00:00|2025-06-24T17:00:00
IV|CROCE|36.8326|14.5345|112.0|CROCE|2018-07-20T10:51:07|
IV|CRSP|42.82076|12.917122|550.0||2025-12-15T09:00:00|
IV|CRTC|43.768478|12.883011|197|Cartoceto|2019-12-19T10:00:00|
IV|CRTO|40.821151|14.422303|1206|Vesuvio - Cratere Ovest|1988-01-01T00:00:00|
IV|CRUS|40.862148|14.079901|174.9|Monte Rusciello - Stazione Osservatorio Vesuviano|2024-05-02T00:00:00|
IV|CSFT|40.829168|14.139635|150.9| Cratere Solfatara - Stazione Osservatorio Vesuviano|2013-01-31T00:00:00|
IV|CSGE1|38.2705|16.2205|480.0|Gerace|2024-03-28T19:00:00|
IV|CSLB|37.93745|14.05785|583.0|CASTELBUONO|2003-03-01T00:00:00|
IV|CSNT|43.47311|11.29017|636|CASTELLINA IN CHIANTI|2003-03-01T00:00:00|
IV|CSOB|40.826469|14.143963|222.7|Solfatara Bordo Cratere - Stazione Osservatorio Vesuviano|2008-06-01T00:00:00|
IV|CSP1|43.091833|13.204833|1188.0|Cessapalombo|2011-10-19T12:00:00|
