#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime
4S|A192|37.69355039|14.97417113|1756.93|Point A192 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A193|37.69355489|14.97416069|1756.96|Point A193 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A194|37.6935594|14.97415025|1756.98|Point A194 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A195|37.6935639|14.97413982|1757.01|Point A195 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A196|37.69356841|14.97412938|1757.04|Point A196 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A197|37.69357291|14.97411894|1757.06|Point A197 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A198|37.69357742|14.97410851|1757.09|Point A198 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A199|37.69358192|14.97409807|1757.12|Point A199 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A200|37.69358642|14.97408763|1757.14|Point A200 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A201|37.69359093|14.9740772|1757.17|Point A201 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A202|37.69359543|14.97406665|1757.19|Point A202 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A203|37.69359994|14.97405621|1757.22|Point A203 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A204|37.69360444|14.97404577|1757.25|Point A204 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A205|37.69360895|14.97403533|1757.27|Point A205 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A206|37.69361345|14.9740249|1757.3|Point A206 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A207|37.69360534|14.97402547|1757.05|Point A207 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A208|37.69359723|14.97402604|1756.8|Point A208 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A209|37.69358911|14.97402661|1756.55|Point A209 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A210|37.693581|14.97402718|1756.3|Point A210 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A211|37.69357289|14.97402775|1756.05|Point A211 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A212|37.69356478|14.97402832|1755.8|Point A212 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A213|37.69355667|14.97402889|1755.55|Point A213 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A214|37.69354856|14.97402946|1755.3|Point A214 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A215|37.69354044|14.97403003|1755.05|Point A215 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A216|37.69353233|14.9740306|1754.8|Point A216 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A217|37.69352422|14.97403117|1754.55|Point A217 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A218|37.69351611|14.97403174|1754.3|Point A218 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A219|37.693508|14.97403231|1754.05|Point A219 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A220|37.69349988|14.97403288|1753.8|Point A220 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A221|37.69349177|14.97403345|1753.55|Point A221 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A222|37.69348366|14.97403402|1753.3|Point A222 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A223|37.69347555|14.97403459|1753.05|Point A223 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A224|37.69346744|14.97403516|1752.8|Point A224 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|A225|37.69345932|14.97403573|1752.55|Point A225 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B226|37.69345932|14.97403573|1752.55|Point B226 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B227|37.69345932|14.97403573|1752.55|Point B227 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B228|37.69345932|14.97403573|1752.55|Point B228 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B229|37.69345932|14.97403573|1752.55|Point B229 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B230|37.69345932|14.97403573|1752.55|Point B230 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B231|37.69345932|14.97403573|1752.55|Point B231 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B232|37.69345932|14.97403573|1752.55|Point B232 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B233|37.69345932|14.97403573|1752.55|Point B233 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B234|37.69345932|14.97403573|1752.55|Point B234 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B235|37.69345932|14.97403573|1752.55|Point B235 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B236|37.69345932|14.97403573|1752.55|Point B236 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B237|37.69345932|14.97403573|1752.55|Point B237 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B238|37.69345932|14.97403573|1752.55|Point B238 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B239|37.69345932|14.97403573|1752.55|Point B239 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B240|37.69345932|14.97403573|1752.55|Point B240 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B241|37.69345932|14.97403573|1752.55|Point B241 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B242|37.69345932|14.97403573|1752.55|Point B242 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B243|37.69345932|14.97403573|1752.55|Point B243 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B244|37.69345932|14.97403573|1752.55|Point B244 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B245|37.69345932|14.97403573|1752.55|Point B245 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B246|37.69345932|14.97403573|1752.55|Point B246 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B247|37.69345932|14.97403573|1752.55|Point B247 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B248|37.69345932|14.97403573|1752.55|Point B248 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B249|37.69345932|14.97403573|1752.55|Point B249 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B250|37.69345932|14.97403573|1752.55|Point B250 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B251|37.69345932|14.97403573|1752.55|Point B251 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B252|37.69345932|14.97403573|1752.55|Point B252 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B253|37.69345932|14.97403573|1752.55|Point B253 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B254|37.69345932|14.97403573|1752.55|Point B254 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B255|37.69345932|14.97403573|1752.55|Point B255 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B256|37.69345932|14.97403573|1752.55|Point B256 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B257|37.69345932|14.97403573|1752.55|Point B257 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B258|37.69345932|14.97403573|1752.55|Point B258 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B259|37.69345932|14.97403573|1752.55|Point B259 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B260|37.69345932|14.97403573|1752.55|Point B260 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B261|37.69345932|14.97403573|1752.55|Point B261 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B262|37.69345932|14.97403573|1752.55|Point B262 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B263|37.69345932|14.97403573|1752.55|Point B263 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B264|37.69345932|14.97403573|1752.55|Point B264 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B265|37.69345932|14.97403573|1752.55|Point B265 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B266|37.69345932|14.97403573|1752.55|Point B266 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B267|37.69345932|14.97403573|1752.55|Point B267 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B268|37.69345932|14.97403573|1752.55|Point B268 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B269|37.69345932|14.97403573|1752.55|Point B269 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B270|37.69345932|14.97403573|1752.55|Point B270 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B271|37.69345932|14.97403573|1752.55|Point B271 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B272|37.69345932|14.97403573|1752.55|Point B272 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B273|37.69345932|14.97403573|1752.55|Point B273 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B274|37.69345932|14.97403573|1752.55|Point B274 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B275|37.69345932|14.97403573|1752.55|Point B275 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B276|37.69345932|14.97403573|1752.55|Point B276 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B277|37.69345932|14.97403573|1752.55|Point B277 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B278|37.69345932|14.97403573|1752.55|Point B278 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B279|37.69345932|14.97403573|1752.55|Point B279 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B280|37.69345932|14.97403573|1752.55|Point B280 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B281|37.69345932|14.97403573|1752.55|Point B281 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B282|37.69345932|14.97403573|1752.55|Point B282 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B283|37.69345932|14.97403573|1752.55|Point B283 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B284|37.69345932|14.97403573|1752.55|Point B284 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B285|37.69345932|14.97403573|1752.55|Point B285 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B286|37.69345932|14.97403573|1752.55|Point B286 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B287|37.69345932|14.97403573|1752.55|Point B287 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B288|37.69345932|14.97403573|1752.55|Point B288 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B289|37.69345932|14.97403573|1752.55|Point B289 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B290|37.69345932|14.97403573|1752.55|Point B290 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B291|37.69345932|14.97403573|1752.55|Point B291 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B292|37.69345932|14.97403573|1752.55|Point B292 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B293|37.69345932|14.97403573|1752.55|Point B293 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B294|37.69345932|14.97403573|1752.55|Point B294 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B295|37.69345932|14.97403573|1752.55|Point B295 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B296|37.69345932|14.97403573|1752.55|Point B296 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B297|37.69345932|14.97403573|1752.55|Point B297 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B298|37.69345932|14.97403573|1752.55|Point B298 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B299|37.69345932|14.97403573|1752.55|Point B299 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B300|37.69345932|14.97403573|1752.55|Point B300 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B301|37.69345932|14.97403573|1752.55|Point B301 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B302|37.69345932|14.97403573|1752.55|Point B302 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B303|37.69345932|14.97403573|1752.55|Point B303 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B304|37.69345932|14.97403573|1752.55|Point B304 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B305|37.69345932|14.97403573|1752.55|Point B305 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B306|37.69345932|14.97403573|1752.55|Point B306 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B307|37.69345932|14.97403573|1752.55|Point B307 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B308|37.69345932|14.97403573|1752.55|Point B308 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B309|37.69345932|14.97403573|1752.55|Point B309 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B310|37.69345932|14.97403573|1752.55|Point B310 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B311|37.69345932|14.97403573|1752.55|Point B311 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B312|37.69345932|14.97403573|1752.55|Point B312 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B313|37.69345932|14.97403573|1752.55|Point B313 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B314|37.69345932|14.97403573|1752.55|Point B314 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B315|37.69345932|14.97403573|1752.55|Point B315 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B316|37.69345932|14.97403573|1752.55|Point B316 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B317|37.69345932|14.97403573|1752.55|Point B317 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B318|37.69345932|14.97403573|1752.55|Point B318 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B319|37.69345932|14.97403573|1752.55|Point B319 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B320|37.69345932|14.97403573|1752.55|Point B320 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B321|37.69345932|14.97403573|1752.55|Point B321 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B322|37.69345932|14.97403573|1752.55|Point B322 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B323|37.69345932|14.97403573|1752.55|Point B323 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B324|37.69345932|14.97403573|1752.55|Point B324 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B325|37.69345932|14.97403573|1752.55|Point B325 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B326|37.69345932|14.97403573|1752.55|Point B326 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B327|37.69345932|14.97403573|1752.55|Point B327 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B328|37.69345932|14.97403573|1752.55|Point B328 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B329|37.69345932|14.97403573|1752.55|Point B329 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B330|37.69345932|14.97403573|1752.55|Point B330 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B331|37.69345932|14.97403573|1752.55|Point B331 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B332|37.69345932|14.97403573|1752.55|Point B332 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B333|37.69345932|14.97403573|1752.55|Point B333 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B334|37.69345932|14.97403573|1752.55|Point B334 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B335|37.69345932|14.97403573|1752.55|Point B335 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B336|37.69345932|14.97403573|1752.55|Point B336 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B337|37.69345932|14.97403573|1752.55|Point B337 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B338|37.69345932|14.97403573|1752.55|Point B338 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B339|37.69345932|14.97403573|1752.55|Point B339 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B340|37.69345932|14.97403573|1752.55|Point B340 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B341|37.69345932|14.97403573|1752.55|Point B341 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B342|37.69345932|14.97403573|1752.55|Point B342 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B343|37.69345932|14.97403573|1752.55|Point B343 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B344|37.69345932|14.97403573|1752.55|Point B344 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B345|37.69345932|14.97403573|1752.55|Point B345 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B346|37.69345932|14.97403573|1752.55|Point B346 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B347|37.69345932|14.97403573|1752.55|Point B347 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B348|37.69345932|14.97403573|1752.55|Point B348 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B349|37.69345932|14.97403573|1752.55|Point B349 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B350|37.69345932|14.97403573|1752.55|Point B350 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B351|37.69345932|14.97403573|1752.55|Point B351 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B352|37.69345932|14.97403573|1752.55|Point B352 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B353|37.69345932|14.97403573|1752.55|Point B353 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B354|37.69345932|14.97403573|1752.55|Point B354 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B355|37.69345932|14.97403573|1752.55|Point B355 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B356|37.69345932|14.97403573|1752.55|Point B356 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B357|37.69345932|14.97403573|1752.55|Point B357 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B358|37.69345932|14.97403573|1752.55|Point B358 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
4S|B359|37.69345932|14.97403573|1752.55|Point B359 - Etna Serra La Nave Fibre, Ragalna (CT), Italy|2023-02-01T00:00:00|2023-02-28T23:59:59
