scene,net,sta,cha,sps,lat,lon,name,rms_um,peak_um,above_floor
CAPELLA_C09_SP_CPHD_HH_20240614221859_20240614221928,HV,WRM,HHE,100.0,19.406623,-155.300005,West Rim Hawaii Digital,4.7475,13.9176,0
CAPELLA_C09_SP_CPHD_HH_20240614221859_20240614221928,HV,WRM,HHN,100.0,19.406623,-155.300005,West Rim Hawaii Digital,0.4667,1.1161,0
CAPELLA_C09_SP_CPHD_HH_20240614221859_20240614221928,HV,WRM,HHZ,100.0,19.406623,-155.300005,West Rim Hawaii Digital,10.0873,26.8804,1
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,KKO,HHE,100.0,19.398242,-155.266032,Keanakakoi Crater,1.2435,3.3694,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,KKO,HHN,100.0,19.398242,-155.266032,Keanakakoi Crater,1.5885,3.6633,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,KKO,HHZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.5866,1.5225,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,KKO,HNE,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0452,0.1525,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,KKO,HNN,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0924,0.2879,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,KKO,HNZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0284,0.0777,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,OTLD,HHE,100.0,19.386532,-155.281715,Outlet Digital,1.1015,3.0237,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,OTLD,HHN,100.0,19.386532,-155.281715,Outlet Digital,1.4125,3.6404,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,OTLD,HHZ,100.0,19.386532,-155.281715,Outlet Digital,0.627,1.5106,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,RIMD,HHE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,1.2285,3.555,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,RIMD,HHN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,1.5914,4.1457,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,RIMD,HHZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.6193,1.6175,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,RIMD,HNE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0568,0.1854,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,RIMD,HNN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0907,0.2364,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,RIMD,HNZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0274,0.1146,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,SDH,HHE,100.0,19.390003,-155.293995,Sand Hill,1.2703,2.9294,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,SDH,HHN,100.0,19.390003,-155.293995,Sand Hill,1.0886,2.6264,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,SDH,HHZ,100.0,19.390003,-155.293995,Sand Hill,0.6015,1.5497,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,UWE,HHE,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,1.665,3.6503,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,UWE,HHN,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,1.8861,6.0238,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,UWE,HHZ,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.454,1.0761,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,UWE,HNE,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.1164,0.3081,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,UWE,HNN,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.0962,0.3372,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,UWE,HNZ,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.0297,0.0829,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,WRM,HHE,100.0,19.406623,-155.300005,West Rim Hawaii Digital,2.3122,6.5411,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,WRM,HHN,100.0,19.406623,-155.300005,West Rim Hawaii Digital,0.3726,0.8902,0
CAPELLA_C14_SP_CPHD_HH_20240614090521_20240614090549,HV,WRM,HHZ,100.0,19.406623,-155.300005,West Rim Hawaii Digital,9.6401,24.9604,1
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,KKO,HHE,100.0,19.398242,-155.266032,Keanakakoi Crater,0.9502,2.6834,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,KKO,HHN,100.0,19.398242,-155.266032,Keanakakoi Crater,1.7255,4.4323,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,KKO,HHZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.8547,2.3712,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,KKO,HNE,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0459,0.1581,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,KKO,HNN,100.0,19.398242,-155.266032,Keanakakoi Crater,0.1213,0.3081,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,KKO,HNZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0336,0.0908,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,OTLD,HHE,100.0,19.386532,-155.281715,Outlet Digital,0.9798,2.7906,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,OTLD,HHN,100.0,19.386532,-155.281715,Outlet Digital,1.3387,4.3206,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,OTLD,HHZ,100.0,19.386532,-155.281715,Outlet Digital,0.8015,2.3958,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,RIMD,HHE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,1.0975,2.7931,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,RIMD,HHN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,1.6232,4.3112,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,RIMD,HHZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.8672,2.6371,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,RIMD,HNE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0611,0.161,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,RIMD,HNN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0936,0.3462,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,RIMD,HNZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0328,0.0987,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,SDH,HHE,100.0,19.390003,-155.293995,Sand Hill,1.092,3.4373,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,SDH,HHN,100.0,19.390003,-155.293995,Sand Hill,1.1836,3.3194,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,SDH,HHZ,100.0,19.390003,-155.293995,Sand Hill,0.7549,2.3758,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,UWB,HHE,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,8.192,25.6028,1
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,UWB,HHN,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,1.8338,4.6258,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,UWB,HHZ,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,0.6228,1.3896,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,UWE,HHE,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,1.8771,4.412,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,UWE,HHN,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,1.3278,3.5801,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,UWE,HHZ,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.566,1.4304,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,UWE,HNE,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.1188,0.3258,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,UWE,HNN,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.0797,0.2249,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,UWE,HNZ,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.033,0.1008,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,WRM,HHE,100.0,19.406623,-155.300005,West Rim Hawaii Digital,3.3822,8.8909,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,WRM,HHN,100.0,19.406623,-155.300005,West Rim Hawaii Digital,0.2911,0.6495,0
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,HV,WRM,HHZ,100.0,19.406623,-155.300005,West Rim Hawaii Digital,8.0051,32.8489,1
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,KKO,HHE,100.0,19.398242,-155.266032,Keanakakoi Crater,1.0798,2.3264,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,KKO,HHN,100.0,19.398242,-155.266032,Keanakakoi Crater,1.3621,3.9825,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,KKO,HHZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.6082,1.7349,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,KKO,HNE,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0441,0.1322,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,KKO,HNN,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0928,0.3006,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,KKO,HNZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0289,0.0789,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,OTLD,HHE,100.0,19.386532,-155.281715,Outlet Digital,0.8845,2.0253,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,OTLD,HHN,100.0,19.386532,-155.281715,Outlet Digital,1.3907,3.4293,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,OTLD,HHZ,100.0,19.386532,-155.281715,Outlet Digital,0.4862,1.1011,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,RIMD,HHE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,1.1509,3.0999,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,RIMD,HHN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,1.3658,3.26,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,RIMD,HHZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.5803,1.475,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,RIMD,HNE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0585,0.1896,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,RIMD,HNN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0871,0.2872,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,RIMD,HNZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0257,0.0728,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,SDH,HHE,100.0,19.390003,-155.293995,Sand Hill,1.1093,2.9412,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,SDH,HHN,100.0,19.390003,-155.293995,Sand Hill,1.3472,3.1552,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,SDH,HHZ,100.0,19.390003,-155.293995,Sand Hill,0.5312,1.1223,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,UWB,HHE,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,1.9531,5.306,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,UWB,HHN,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,2.6091,5.8745,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,UWB,HHZ,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,0.533,1.4608,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,UWE,HHE,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,1.553,3.9344,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,UWE,HHN,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,1.4796,4.8869,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,UWE,HHZ,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.6694,1.5595,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,UWE,HNE,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.1094,0.3295,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,UWE,HNN,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.0968,0.2679,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,UWE,HNZ,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.0377,0.1135,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,WRM,HHE,100.0,19.406623,-155.300005,West Rim Hawaii Digital,3.5384,7.8765,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,WRM,HHN,100.0,19.406623,-155.300005,West Rim Hawaii Digital,0.4097,1.0047,0
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,HV,WRM,HHZ,100.0,19.406623,-155.300005,West Rim Hawaii Digital,0.6856,2.4731,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,KKO,HHE,100.0,19.398242,-155.266032,Keanakakoi Crater,0.9498,2.0717,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,KKO,HHN,100.0,19.398242,-155.266032,Keanakakoi Crater,1.3038,3.7552,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,KKO,HHZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.3123,0.8851,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,KKO,HNE,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0468,0.138,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,KKO,HNN,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0988,0.2878,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,KKO,HNZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0197,0.0565,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,OTLD,HHE,100.0,19.386532,-155.281715,Outlet Digital,0.7623,1.7757,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,OTLD,HHN,100.0,19.386532,-155.281715,Outlet Digital,1.3469,3.7432,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,OTLD,HHZ,100.0,19.386532,-155.281715,Outlet Digital,0.3275,0.8197,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,RIMD,HHE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,1.0372,2.5493,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,RIMD,HHN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,1.3201,3.3674,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,RIMD,HHZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.2904,0.7471,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,RIMD,HNE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0611,0.164,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,RIMD,HNN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.1013,0.2802,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,RIMD,HNZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0187,0.0572,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,SDH,HHE,100.0,19.390003,-155.293995,Sand Hill,0.7928,1.9639,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,SDH,HHN,100.0,19.390003,-155.293995,Sand Hill,0.9937,2.9701,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,SDH,HHZ,100.0,19.390003,-155.293995,Sand Hill,0.4277,0.9842,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,UWB,HHE,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,2.0036,5.6707,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,UWB,HHN,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,1.6635,4.1047,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,UWB,HHZ,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,0.419,1.1274,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,UWE,HHE,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,1.638,3.8181,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,UWE,HHN,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,1.0241,2.5224,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,UWE,HHZ,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.5078,1.6046,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,UWE,HNE,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.1139,0.3551,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,UWE,HNN,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.0741,0.2106,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,UWE,HNZ,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.0339,0.1068,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,WRM,HHE,100.0,19.406623,-155.300005,West Rim Hawaii Digital,2.8027,6.5472,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,WRM,HHN,100.0,19.406623,-155.300005,West Rim Hawaii Digital,0.2759,0.6685,0
CAPELLA_C14_SP_CPHD_HH_20240617075329_20240617075357,HV,WRM,HHZ,100.0,19.406623,-155.300005,West Rim Hawaii Digital,0.4252,0.898,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,KKO,HHE,100.0,19.398242,-155.266032,Keanakakoi Crater,0.8417,2.3793,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,KKO,HHN,100.0,19.398242,-155.266032,Keanakakoi Crater,1.4775,4.2113,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,KKO,HHZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.4708,1.1948,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,KKO,HNE,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0558,0.1601,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,KKO,HNN,100.0,19.398242,-155.266032,Keanakakoi Crater,0.1094,0.3503,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,KKO,HNZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0255,0.0739,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,OTLD,HHE,100.0,19.386532,-155.281715,Outlet Digital,0.7878,2.2458,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,OTLD,HHN,100.0,19.386532,-155.281715,Outlet Digital,0.9139,2.4567,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,OTLD,HHZ,100.0,19.386532,-155.281715,Outlet Digital,0.4334,1.0115,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,RIMD,HHE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.7839,2.0531,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,RIMD,HHN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,1.334,4.138,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,RIMD,HHZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.4758,1.2236,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,RIMD,HNE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0519,0.1827,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,RIMD,HNN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0833,0.3148,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,RIMD,HNZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0255,0.0832,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,SDH,HHE,100.0,19.390003,-155.293995,Sand Hill,0.9166,2.5089,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,SDH,HHN,100.0,19.390003,-155.293995,Sand Hill,0.7696,2.2279,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,SDH,HHZ,100.0,19.390003,-155.293995,Sand Hill,0.4268,1.2203,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,UWB,HHE,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,2.1872,4.8757,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,UWB,HHN,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,1.5215,4.1943,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,UWB,HHZ,100.0,19.42476,-155.277582,Uwekahuna Bluff Hawaii,0.5141,1.3377,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,UWE,HHE,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,1.6303,4.2699,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,UWE,HHN,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,1.7131,5.6956,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,UWE,HHZ,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.5216,1.4116,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,UWE,HNE,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.1133,0.3479,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,UWE,HNN,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.1067,0.3631,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,UWE,HNZ,100.0,19.420972,-155.291162,Uwekahuna Vault Hawaii,0.0368,0.112,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,WRM,HHE,100.0,19.406623,-155.300005,West Rim Hawaii Digital,2.5555,7.8615,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,WRM,HHN,100.0,19.406623,-155.300005,West Rim Hawaii Digital,0.2829,0.8107,0
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,HV,WRM,HHZ,100.0,19.406623,-155.300005,West Rim Hawaii Digital,0.2379,0.7057,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,KKO,HHE,100.0,19.398242,-155.266032,Keanakakoi Crater,1.1018,2.8514,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,KKO,HHN,100.0,19.398242,-155.266032,Keanakakoi Crater,1.2067,3.3666,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,KKO,HHZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.4959,1.0684,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,KKO,HNE,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0549,0.1445,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,KKO,HNN,100.0,19.398242,-155.266032,Keanakakoi Crater,0.1053,0.3543,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,KKO,HNZ,100.0,19.398242,-155.266032,Keanakakoi Crater,0.0272,0.1049,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,OTLD,HHE,100.0,19.386532,-155.281715,Outlet Digital,0.9289,2.4784,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,OTLD,HHN,100.0,19.386532,-155.281715,Outlet Digital,1.0156,3.0488,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,OTLD,HHZ,100.0,19.386532,-155.281715,Outlet Digital,0.457,1.1307,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,RIMD,HHE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,1.1512,3.1223,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,RIMD,HHN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,1.1798,2.8295,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,RIMD,HHZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.5068,1.0256,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,RIMD,HNE,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0672,0.2117,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,RIMD,HNN,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.1129,0.3084,0
CAPELLA_C09_SP_CPHD_HH_20240620194700_20240620194728,HV,RIMD,HNZ,100.0,19.395368,-155.273643,Caldera Rim Hawaii Digital,0.0282,0.0824,0
