network_code|network_restricted_status|station_code|station_latitude|station_longitude|station_elevation_m|station_name|station_restricted_status|start_time|end_time
E|public|SVP|40.8852777777778|15.2569444444444|9999|SELVA PIANA - MORRA|public|1980-11-25T00:00:00|1982-05-06T00:00:00
E|public|PRN|40.8713888888889|15.1866666666667|9999|PROCISA NUOVA|public|1980-11-25T00:00:00|1982-10-14T00:00:00
E|public|OPB|40.8691666666667|15.2072222222222|9999|OPPIDO BALZATA|public|1980-11-25T00:00:00|1982-05-06T00:00:00
E|public|LNM|40.8783333333333|15.1919444444444|9999|LIONI - MACELLO|public|1980-12-21T00:00:00|1981-06-26T00:00:00
E|public|FMC|40.8813888888889|15.255|9999|TEORA - CONTRADA FIUMICELLO|public|1980-11-25T00:00:00|1982-05-06T00:00:00
E|public|CSN0|41.5230555555556|13.8636111111111|9999|CASSINO - SANT'ELIA|public|1977-11-06T00:00:00|-
E|public|ATT|41.645|13.7833333333333|9999|ATINA - PRETURA TERRAZZA|public|1984-05-11T00:00:00|1985-03-01T00:00:00
E|public|ATR|41.645|13.7833333333333|9999|ATINA - PRETURA PIANO TERRA|public|1984-05-11T00:00:00|1985-03-01T00:00:00
E|public|ATQ|41.645|13.7833333333333|9999|ATINA - PRETURA PRIMO PIANO|public|1984-05-11T00:00:00|1985-03-01T00:00:00
E|public|ATP|41.645|13.7833333333333|9999|ATINA - PRETURA ESTERNO|public|1984-05-11T00:00:00|1985-03-01T00:00:00
EU|public|RVM|40.847237|15.540541|636|RUVO DEL MONTE|public|2004-11-01T00:00:00|2005-04-30T00:00:00
GE|public|MARCO|40.29724|15.80632|933|GEOFON IMAA CNR Station Tramutola  Italy|public|2021-06-04T00:00:00|-
IT|public|VZZ|37.1634|14.7553|646|Vizzini|public|2009-10-27T00:00:00|-
IT|public|VULS|38.3823013305664|14.9829998016357|403||public|1900-01-01T00:00:00|-
IT|public|VTT|36.9484|14.5194|169|Vittoria|public|2009-11-05T00:00:00|-
IT|public|VSS|41.8775|16.165556|7|VIESTE|public|1975-08-20T00:00:00|1990-06-06T00:00:00
IT|public|VSD|41.8807|16.1703|48|Vieste Dante|public|2010-05-19T00:00:00|-
IT|public|VRP|41.33321|14.131685|209|VAIRANO PATENORA|public|2002-06-19T00:00:00|-
IT|public|VNN|40.1719|16.4431|247|Valsinni|public|2007-05-10T00:00:00|-
IT|public|VNF1|41.4805|14.0501|231|Venafro|public|2015-11-17T00:00:00|-
IT|public|VNF|41.4875|14.0506|252|VENAFRO|public|2012-08-20T00:00:00|2015-10-29T00:00:00
IT|public|VNCH|41.4945|14.5861|635|Vinchiaturo|public|2019-09-25T00:00:00|-
IT|public|VLTR|38.2354011535645|15.4328002929688|34||public|1900-01-01T00:00:00|-
IT|public|VLS2|38.2175|15.6469|106|Villa San Giovanni|public|2009-01-01T00:00:00|-
IT|public|VLMN|41.7765|12.9188|305|Valmontone|public|2022-03-21T00:00:00|-
IT|public|VLL|41.6704|12.7726|225|Velletri|public|2010-04-08T00:00:00|-
IT|public|VLC|40.5877|17.469|293|Villa Castelli|public|2010-05-12T00:00:00|-
IT|public|VLB|41.7591666666667|13.9888888888889|980|VILLETTA BARREA|public|1984-05-09T00:00:00|2004-11-25T00:00:00
IT|public|VIE|41.877|16.1653|60|Vieste|public|2008-06-04T00:00:00|-
IT|public|VGG7|39.9727|16.0851|616|Viggianello|public|2012-10-08T00:00:00|-
IT|public|VGG|39.9676|16.0511|371|Viggianello|public|2009-10-28T00:00:00|-
IT|public|VBV|38.6779|16.1065|537|Vibo Valentia|public|2003-04-16T00:00:00|-
IT|public|VBM|38.7138|16.1238|53|Vibo Marina|public|2003-09-02T00:00:00|-
IT|public|TVL|41.893|12.7732|118|Tivoli|public|2013-06-19T00:00:00|-
IT|public|TRV|41.7829|14.5507|566|Trivento|public|2009-09-24T00:00:00|-
IT|public|TRS|39.6311|16.2241|112|Tarsia|public|2010-03-17T00:00:00|-
IT|public|TRR|40.6196|16.1561|666|Tricarico|public|2010-08-02T00:00:00|-
IT|public|TRO|40.6145|16.1422|769|Tricarico|public|2004-10-13T00:00:00|-
IT|public|TRM|37.9902|13.7003|14|Termini Imerese|public|2010-06-16T00:00:00|-
IT|public|TRF|38.2643|15.6341|12|Torre Faro|public|2000-10-24T00:00:00|-
IT|public|TPI|38.0055|12.534|47|Trapani|public|2008-01-23T00:00:00|-
IT|public|TPA|38.6736|15.8891|92|Tropea|public|2003-02-26T00:00:00|-
IT|public|TOR|38.0443|14.8146|604|Tortorici|public|2000-03-07T00:00:00|-
IT|public|TNTO|40.4658|17.2504|76|Taranto|public|2023-06-21T00:00:00|-
IT|public|TMO|41.989445|14.975007|115|TERMOLI|public|2007-03-12T00:00:00|-
IT|public|TLS|41.2224|14.53|163|Telese Terme|public|2002-11-26T00:00:00|-
IT|public|TGN|40.3919|15.5258|475|Teggiano|public|2010-09-03T00:00:00|-
IT|public|TES|38.1424|13.0886|114|Terrasini|public|2007-09-05T00:00:00|-
IT|public|TEM|37.987869|13.698958|98|TERMINI IMERESE|public|2008-01-22T00:00:00|2024-02-16T00:00:00
IT|public|TDG|40.7972222222222|14.3830555555556|178|TORRE DEL GRECO|public|1975-01-22T00:00:00|2011-05-19T00:00:00
IT|public|TART|40.4618|17.254999|47|Taranto|public|2019-11-06T00:00:00|2023-06-21T00:00:00
IT|public|TAO|37.8523|15.2862|261|Taormina|public|2000-12-06T00:00:00|-
IT|public|SVP|38.1734|12.7278|108|San Vito lo Capo|public|2008-07-09T00:00:00|-
IT|public|SVN|37.683|15.1299|426|Santa Venerina|public|2008-10-02T00:00:00|-
IT|public|STRV|37.949|15.365|74|Santa Teresa di Riva|public|2022-11-04T00:00:00|-
IT|public|STR|41.0212|15.1163|586|Sturno|public|2010-02-17T00:00:00|-
IT|public|STN|41.0183|15.1117|684|Sturno|public|2002-06-25T00:00:00|-
IT|public|STL|40.5408|15.6431|748|Satriano di Lucania|public|2004-01-31T00:00:00|-
IT|public|STI|38.4751|16.4619|439|STILO|public|2008-01-21T00:00:00|-
IT|public|STG|41.5656|14.2311|421|Sant Agapito|public|2009-09-22T00:00:00|-
IT|public|STC|38.0063|14.353|257|Santo Stefano di Camastra|public|2007-09-06T00:00:00|-
IT|public|STB|38.804|15.2336|112|Stromboli|public|2005-03-25T00:00:00|-
IT|public|SSV|41.6811|15.3857|95|San Severo|public|2010-05-18T00:00:00|-
IT|public|SSR|41.6913|15.3736|140|San Severo|public|2004-01-31T00:00:00|-
IT|public|SSNM|41.641|14.3296|740|Sessano del Molise|public|2019-05-23T00:00:00|-
IT|public|SSB|38.58105|16.32073333|835|SERRA SAN BRUNO|public|2007-11-20T00:00:00|-
IT|public|SSA|38.168747|15.790575|780|S. STEFANO IN ASPROMONTE|public|2004-01-01T00:00:00|2014-12-14T00:00:00
IT|public|SRT|37.1665|15.0542|467|Sortino|public|2010-11-30T00:00:00|-
IT|public|SRN|38.572|16.3235|815|Serra San Bruno|public|2010-10-26T00:00:00|-
IT|public|SRC|37.0896|15.2924|103|Siracusa|public|2003-11-19T00:00:00|-
IT|public|SQL|38.7799|16.5162|535|SQUILLACE|public|2007-01-01T00:00:00|-
IT|public|SPZ|39.65939667|16.30189167|386|None|public|2007-11-13T00:00:00|-
IT|public|SPVL|41.7892|14.1828|984|S. Pietro Avellana|public|2019-09-24T00:00:00|-
IT|public|SPT1|41.458|14.4927|785|San Polo Matese|public|2008-05-20T00:00:00|-
IT|public|SPS|39.3402|16.4491|1307|Spezzano della Sila Camigliatello|public|2001-11-21T00:00:00|-
IT|public|SPR|38.2672|15.6019|111|Sperone|public|2004-01-31T00:00:00|-
IT|public|SPA|40.0353|16.3345|855|San Paolo Albanese|public|2003-11-19T00:00:00|-
IT|public|SORA|41.7154|13.6061|338|Sora|public|2017-08-04T00:00:00|-
IT|public|SOR|41.720299|13.6136|347|Sora|public|2015-06-25T00:00:00|2017-08-04T00:00:00
IT|public|SNZ|40.2427|15.5503|641|Sanza|public|2002-07-17T00:00:00|-
IT|public|SNN|41.8321|15.5709|216|San Nicandro Garganico|public|2010-07-07T00:00:00|-
IT|public|SNA|40.2579|16.2477|322|Sant Arcangelo|public|2006-05-25T00:00:00|-
IT|public|SMR|40.4871|16.2459|584|San Mauro Forte|public|2007-10-17T00:00:00|-
IT|public|SMCV|37.9092|14.1951|1053|San Mauro Castelverde|public|2023-08-23T00:00:00|-
IT|public|SMAP|41.869987|15.011006|336|S. MARTINO IN PENSILIS|public|2002-10-31T00:00:00|2003-12-30T00:00:00
IT|public|SMA|39.5564|16.125|457|San Marco Argentano|public|2001-12-06T00:00:00|-
IT|public|SLL|38.8843|16.7447|8|Sellia Marina|public|2009-09-02T00:00:00|-
IT|public|SLC1|40.3951|15.596|563|Sala Consilina 1|public|2006-11-28T00:00:00|-
IT|public|SLC|40.391071|15.632662|1040|SALA CONSILINA|public|2002-07-18T00:00:00|2006-11-27T00:00:00
IT|public|SLB|40.93|15.1661111111111|9999|SANT'ANGELO DEI LOMBARDI - BASE|public|1980-11-25T00:00:00|1981-05-06T00:00:00
IT|public|SLA|40.9294444444444|15.1758333333333|9999|SANT'ANGELO DEI LOMBARDI - ALTO|public|1980-11-25T00:00:00|1981-05-06T00:00:00
IT|public|SIN|40.4043|16.2267|856|Stigliano|public|2015-10-30T00:00:00|-
IT|public|SGV|39.2633|16.6897|1165|San Giovanni in Fiore|public|2001-11-20T00:00:00|-
IT|public|SGSC|41.6892|14.9581|517|San Giuliano Nuova Scuola Jovine Italy|public|2011-06-01T00:00:00|-
IT|public|SGR|41.272|14.9261|636|San Giorgio La Molara|public|2010-08-12T00:00:00|-
IT|public|SGPA|41.6876|14.9629|509|San Giuliano Parco della Memoria Italy|public|2011-06-01T00:00:00|-
IT|public|SGMA|41.6845|14.9644|512|San Giuliano Marchesale Palace Italy|public|2011-06-01T00:00:00|-
IT|public|SGIUB|41.688|14.963|9999|S. GIULIANO DI PUGLIA B|public|2002-11-08T00:00:00|2003-12-30T00:00:00
IT|public|SGIUA|41.684|14.964|9999|S. GIULIANO DI PUGLIA A|public|2002-11-09T00:00:00|2003-12-30T00:00:00
IT|public|SGD|41.709|15.7332|622|San Giovanni Rotondo|public|2008-07-22T00:00:00|-
IT|public|SEP|41.625|14.8802|651|Sant Elia a Pianisi|public|2004-01-31T00:00:00|-
IT|public|SEFR|41.5413|13.8631|142|Sant Elia Fiumerapido|public|2021-10-25T00:00:00|-
IT|public|SDN|39.7082|16.0461|776|San Donato di Ninea|public|2002-01-11T00:00:00|-
IT|public|SDG|41.8426|15.5589|257|San Nicandro Garganico|public|2008-06-03T00:00:00|-
IT|public|SCZA|38.0422|15.4561|103|Scaletta Zanclea|public|2022-11-04T00:00:00|-
IT|public|SCV|41.3063|14.8804|714|San Marco dei Cavoti|public|2006-04-24T00:00:00|-
IT|public|SCR|36.8296|14.5275|139|Santa Croce Camerina|public|1999-12-02T00:00:00|-
IT|public|SCP|41.8072|15.1646|298|Serracapriola|public|2004-01-31T00:00:00|-
IT|public|SCN|41.9187|13.8724|984|Scanno|public|2003-01-30T00:00:00|-
IT|public|SCM|41.7108|14.9837|678|Santa Croce di Magliano|public|2003-07-15T00:00:00|-
IT|public|SCL|39.7739|15.8004|14|Scalea|public|2009-09-16T00:00:00|-
IT|public|SCI|38.2557|15.7147|98|Scilla|public|2003-10-28T00:00:00|-
IT|public|SCC|37.5105|13.0783|73|Sciacca|public|2011-02-09T00:00:00|-
IT|public|SBR|39.6946|16.4682|18|Sibari|public|2010-12-13T00:00:00|-
IT|public|SBDA|41.3023|13.0299|27|Sabaudia|public|2019-12-27T00:00:00|-
IT|public|SBC|41.9132|13.1055|673|Subiaco|public|2004-01-31T00:00:00|-
IT|public|SAR|40.0746|15.652|196|Sapri|public|2003-05-28T00:00:00|-
IT|public|SAP|38.6251|16.5251|351|Sant Andrea Apostolo|public|2000-06-15T00:00:00|-
IT|public|SAG|40.9316|15.1876|928|Sant Angelo dei Lombardi|public|2007-06-12T00:00:00|-
IT|public|SAB|41.4058|15.0181|541|San Bartolomeo in Galdo|public|2008-07-22T00:00:00|-
IT|public|SAAM|38.1733|15.7583|586|Sant Alessio in Aspromonte|public|2022-11-03T00:00:00|-
IT|public|SAA|38.6257|16.5227|381|S.ANDREA APOSTOLO|public|2007-11-21T00:00:00|-
IT|public|RVT|40.9315|15.6741|725|Rionero in Vulture|public|2007-05-07T00:00:00|-
IT|public|RSN|39.5706|16.6301|433|Rossano|public|2001-12-04T00:00:00|-
IT|public|RPBA|37.8043|13.6378|525|Roccapalumba|public|2023-08-21T00:00:00|-
IT|public|ROT7|39.949|16.042|661|Rotonda|public|2012-02-13T00:00:00|-
IT|public|RNV2|40.9283|15.669|683|Rionero In Vulture 2|public|2009-12-22T00:00:00|-
IT|public|RNV|40.9272222222222|15.6688888888889|673|RIONERO IN VULTURE - NUOVA|public|1990-09-19T00:00:00|1991-05-27T00:00:00
IT|public|RNSF|39.3591|16.2399|188|Rende Scuola Media Falcone|public|2023-12-12T00:00:00|-
IT|public|RNR|40.927222|15.668889|673|RIONERO IN VULTURE|public|1975-02-20T00:00:00|1990-09-19T00:00:00
IT|public|RNPC|39.3334|16.243|197|Rende Protezione Civile|public|2023-12-12T00:00:00|-
IT|public|RNMU|39.3471|16.2439|190|Rende Municipio|public|2023-12-12T00:00:00|-
IT|public|RMVT|41.956|12.4859|76|DPC Vitorchiano|public|2016-10-30T00:00:00|-
IT|public|RMUL|41.904|12.4721|77|DPC Ulpiano|public|2016-10-31T00:00:00|-
IT|public|RMPV|41.8959|12.4844|11|Roma Palazzo Valentini|public|2020-10-27T00:00:00|-
IT|public|RMPS|41.8943|12.4721|51|Roma Palazzo Spada|public|2021-12-20T00:00:00|-
IT|public|RMMM|41.9232|12.4526|157|Roma Monte Mario|public|2016-12-02T00:00:00|-
IT|public|RMCL|41.914|12.4542|93|Roma Clodio|public|2016-10-30T00:00:00|-
IT|public|RIC|41.4827|14.8377|768|Riccia|public|2007-03-28T00:00:00|-
IT|public|RGS|36.9248|14.7032|676|Ragusa|public|1999-12-01T00:00:00|-
IT|public|RGG|39.6194444444444|16.1711111111111|225|ROGGIANO GRAVINA|public|1976-03-08T00:00:00|1989-08-06T00:00:00
IT|public|RDG|41.9263|15.8791|98|Rodi Garganico|public|2008-04-08T00:00:00|-
IT|public|RCU|38.1214|15.6662|128|Reggio Calabria Universita|public|2003-01-28T00:00:00|-
IT|public|RCPC|38.093|15.6565|98|Reggio Calabria Protezione Civile|public|2022-11-05T00:00:00|-
IT|public|RCI|38.4251|16.4619|21|ROCCELLA IONICA|public|2007-01-01T00:00:00|-
IT|public|RCC|41.2886|13.9803|636|Roccamonfina|public|2010-06-11T00:00:00|-
IT|public|PZZ01|38.734444|16.158889|21|PIZZO CALABRO|public|1970-01-01T00:00:00|1999-12-31T00:00:00
IT|public|PZZ|41.6735|14.0358|738|Pizzone|public|2012-12-04T00:00:00|-
IT|public|PZAM|37.39|14.3705|751|Piazza Armerina cab. 357368|public|2023-01-18T00:00:00|-
IT|public|PTZ|40.6482|15.8081|773|Potenza|public|2001-10-25T00:00:00|-
IT|public|PTT1|38.1475|14.97|27|PATTI|public|1976-08-24T00:00:00|1991-11-09T00:00:00
IT|public|PTT|38.1343|14.9751|135|Patti|public|2000-10-25T00:00:00|-
IT|public|PTR|37.562|14.9077|240|Paterno|public|2009-10-16T00:00:00|-
IT|public|PTF|41.6963|14.7024|661|Petrella Tifernina|public|2008-05-19T00:00:00|-
IT|public|PTC|40.3887|16.5611|386|Pisticci|public|2007-10-05T00:00:00|-
IT|public|PSCZ|41.89|14.0663|1422|Pescocostanzo|public|2021-04-13T00:00:00|-
IT|public|PSC00|41.81|13.789722|1222|PESCASSEROLI CENTRO|public|-|1999-12-31T00:00:00
IT|public|PSC|41.812|13.7892|1241|Pescasseroli|public|2003-01-30T00:00:00|-
IT|public|PRZ|41.3804|14.112|133|Presenzano|public|2010-08-18T00:00:00|-
IT|public|PRA|39.901893|15.78541|29|PRAIA A MARE|public|2007-11-19T00:00:00|-
IT|public|PPL1|36.6857|15.1328|83|Portopalo di Capo Passero|public|2008-02-14T00:00:00|-
IT|public|PPL|36.683418|15.133775|43|PORTOPALO DI CAPO PASSERO (CAB. ENEL)|public|1999-11-18T00:00:00|2008-02-14T00:00:00
IT|public|POZU|40.8558|14.1208|73|Pozzuoli Ufficio Tributi|public|2024-03-07T00:00:00|-
IT|public|POZT|40.8208|14.121|36|Pozzuoli Rione Terra|public|2019-10-17T00:00:00|-
IT|public|POZS|40.8288|14.13|93|Pozzuoli Solfatara|public|2019-10-17T00:00:00|-
IT|public|POZM|40.8239|14.1435|151|Pozzuoli Scuola Alberghiera Petronio|public|2024-02-28T00:00:00|-
IT|public|POZL|40.8321|14.0843|41|Pozzuoli Lucrino|public|2023-11-30T00:00:00|-
IT|public|POZB|40.8401|14.1012|73|Pozzuoli Scuola Borsellino|public|2024-03-06T00:00:00|-
IT|public|POZA|40.8341|14.1167|73|Pozzuoli Artiaco|public|2023-11-30T00:00:00|-
IT|public|POT7|40.6501|15.801|817|Potenza Provincia|public|2014-02-04T00:00:00|-
IT|public|POL|39.369955|16.04456833|228|None|public|2008-01-15T00:00:00|-
IT|public|PNT|41.4986111111111|13.6827777777778|115|PONTECORVO|public|1974-11-27T00:00:00|2004-11-04T00:00:00
IT|public|PNI|39.158|16.4126|922|Parenti|public|2007-11-15T00:00:00|-
IT|public|PNA|37.9971|13.2867|758|Piana degli Albanesi|public|2008-01-22T00:00:00|-
IT|public|PMRC|40.5268|16.5247|471|Pomarico|public|2025-12-16T00:00:00|-
IT|public|PMI|38.355377|15.853292|340|PALMI|public|2000-06-13T00:00:00|2013-12-19T00:00:00
IT|public|PLZ|37.0682|14.9097|678|Palazzolo Acreide|public|2000-06-13T00:00:00|-
IT|public|PLTA|41.886398|14.7893|486|Palata|public|2018-08-21T00:00:00|2024-03-12T00:00:00
IT|public|PLT|39.0022|16.3192|716|Platania|public|2000-06-13T00:00:00|-
IT|public|PLR|38.1509|13.3425|93|Palermo|public|2007-09-15T00:00:00|-
IT|public|PLL|38.0244444444444|15.6544444444444|80|PELLARO (CAB. ENEL)|public|1975-01-17T00:00:00|2005-04-07T00:00:00
IT|public|PLC|40.183|16.6599|36|Policoro|public|2009-12-17T00:00:00|-
IT|public|PIE|40.7479|15.8824|862|Pietragalla|public|2017-06-06T00:00:00|-
IT|public|PGSN|41.7775001526|14.4139003754|681|Poggio Sannita|public|2021-12-15T00:00:00|2024-03-11T00:00:00
IT|public|PGN|41.4524|13.7916|74|Pignataro|public|2009-10-09T00:00:00|-
IT|public|PGMG|41.188|14.1738|99|Pignataro Maggiore|public|2023-05-30T00:00:00|-
IT|public|PGGS|41.7812|14.4173|666|Poggio Sannita|public|2024-03-11T00:00:00|-
IT|public|PGA|40.5686|15.7788|1018|Pignola|public|2004-10-14T00:00:00|-
IT|public|PDM|41.3553|14.3853|341|Piedimonte Matese|public|2003-06-17T00:00:00|-
IT|public|PCNC|41.6434|13.8715|804|Picinisco|public|2021-09-24T00:00:00|-
IT|public|PCH|36.7119|15.0915|71|Pachino|public|2011-03-14T00:00:00|-
IT|public|PALT|41.888|14.7865|495|Palata|public|2024-03-12T00:00:00|-
IT|public|ORT|41.9561111111111|13.6458333333333|662|ORTUCCHIO|public|1975-03-05T00:00:00|2004-11-25T00:00:00
IT|public|ORS|39.79810667|15.90660333|130|ORSOMARSO|public|2008-01-15T00:00:00|-
IT|public|ORP|41.2792|15.2649|717|Orsara di Puglia|public|2008-06-17T00:00:00|-
IT|public|ORC|41.9536|13.6423|733|Ortucchio|public|2002-02-14T00:00:00|-
IT|public|OPI|41.7763|13.8302|1170|Opi|public|2018-06-14T00:00:00|-
IT|public|NVR1|38.0124|15.1288|754|Novara di Sicilia|public|2007-09-04T00:00:00|-
IT|public|NVR|38.012424|15.128887|754|NOVARA DI SICILIA|public|2000-10-25T00:00:00|2007-09-04T00:00:00
IT|public|NTE|36.9095|15.0692|211|Noto|public|2002-09-12T00:00:00|-
IT|public|NSC|37.151|14.3915|339|Niscemi|public|2010-07-06T00:00:00|-
IT|public|NSA|37.7667007446289|14.41100025177|875||public|1900-01-01T00:00:00|-
IT|public|NOT|36.9|15.0683333333333|171|NOTO|public|1976-09-03T00:00:00|2004-11-25T00:00:00
IT|public|NCT|38.975|16.3138888888889|246|NICASTRO|public|1978-03-14T00:00:00|1985-08-13T00:00:00
IT|public|NCS|37.7492|14.4013|793|Nicosia|public|2010-07-08T00:00:00|-
IT|public|NCO|38.5531|15.938|269|Nicotera|public|2003-02-25T00:00:00|-
IT|public|NCH|38.9621|16.3151|178|Nicastro Habitat|public|2010-10-11T00:00:00|-
IT|public|NAS|38.1183|14.7863|514|Naso|public|2011-05-10T00:00:00|-
IT|public|NAP|40.7992|14.1796|203|Napoli ovest|public|2003-06-18T00:00:00|-
IT|public|NAFG|40.8202|14.1786|134|Napoli Fuorigrotta|public|2024-02-28T00:00:00|-
IT|public|NAD|40.8717|14.28|146|Napoli Est|public|2003-06-06T00:00:00|-
IT|public|NACO|40.8049|14.1744|7|Napoli Coroglio|public|2023-11-30T00:00:00|-
IT|public|NABA|40.8188|14.1611|71|Napoli Bagnoli|public|2024-02-29T00:00:00|-
IT|public|NAAG|40.8334|14.1657|32|Napoli Agnano|public|2024-03-07T00:00:00|-
IT|public|MZZ|38.2341|15.2451|110|Milazzo|public|2002-09-10T00:00:00|-
IT|public|MZR|37.6536|12.6113|29|Mazara Del Vallo|public|2010-06-22T00:00:00|-
IT|public|MTPR|40.794899|14.0551|89|Monte di Procida|public|2019-10-17T00:00:00|2020-07-08T00:00:00
IT|public|MTC|41.4908|13.815|507|Montecassino|public|2009-09-14T00:00:00|-
IT|public|MST|37.9261|14.3635|921|Mistretta|public|2011-01-25T00:00:00|-
IT|public|MSS1|38.2069444444444|15.5158333333333|456|MESSINA 1|public|1976-07-13T00:00:00|2000-10-26T00:00:00
IT|public|MSR|39.0768|16.7897|458|Mesoraca|public|2000-06-15T00:00:00|-
IT|public|MSA|37.7563|12.5156|82|Marsala|public|2008-01-24T00:00:00|-
IT|public|MRV|40.3613|15.8265|745|Marsico Vetere|public|2001-11-04T00:00:00|-
IT|public|MRT|40.7901|14.7529|164|Mercato San Severino|public|2010-03-08T00:00:00|-
IT|public|MRM|39.8832|15.9895|918|Mormanno|public|2001-12-07T00:00:00|-
IT|public|MRL|40.7582|15.4785|775|Muro Lucano|public|2004-10-15T00:00:00|-
IT|public|MRH|41.3424|16.1938|14|Margherita Di Savoia|public|2010-05-19T00:00:00|-
IT|public|MRC|41.3444|14.6941|410|Morcone|public|2010-08-03T00:00:00|-
IT|public|MRA|39.9871|15.7309|534|Maratea|public|2004-10-12T00:00:00|-
IT|public|MPCD|40.7944|14.0552|88|Monte di Procida|public|2019-12-13T00:00:00|-
IT|public|MODG|41.1087|16.7663|70|Modugno|public|2019-11-06T00:00:00|-
IT|public|MNN|41.6342|15.9113|83|Manfredonia|public|2008-07-21T00:00:00|-
IT|public|MNG|41.7032|15.959|808|Monte Sant Angelo|public|2008-06-04T00:00:00|-
IT|public|MND|41.6396|15.8907|67|Manfredonia|public|2010-08-05T00:00:00|-
IT|public|MMR7|40.297|15.9887|693|Montemurro|public|2014-02-04T00:00:00|-
IT|public|MLZ|38.2319444444444|15.2438888888889|53|MILAZZO|public|1976-07-13T00:00:00|2004-11-25T00:00:00
IT|public|MLT|38.6102777777778|16.0708333333333|363|MILETO|public|1976-03-09T00:00:00|2004-11-25T00:00:00
IT|public|MLR|40.2402|15.8631|850|Moliterno|public|2006-05-25T00:00:00|-
IT|public|MLPS|37.9227|15.7776|31|Melito di Porto Salvo|public|2022-10-12T00:00:00|-
IT|public|MLF|40.9971|15.6459|572|Melfi|public|2007-05-07T00:00:00|-
IT|public|MFG|38.1888|15.5406|196|Messina Forte Gonzaga|public|2009-02-27T00:00:00|-
IT|public|MCN|41.3393|14.6635|667|Morcone|public|2002-11-19T00:00:00|-
IT|public|MCLF|41.9016|14.8374|397|Montecilfone|public|2018-08-21T00:00:00|-
IT|public|MCA|39.0774|16.7897|450|None|public|2007-11-16T00:00:00|-
IT|public|MAZ|37.6718|12.6108|94|Mazara del Vallo|public|2008-02-12T00:00:00|-
IT|public|MAR|40.675|16.582|412|Matera|public|2004-10-13T00:00:00|-
IT|public|LVRN|40.2962|17.997|35|Leverano|public|2025-12-17T00:00:00|-
IT|public|LVN1|40.7842|15.3046|560|Laviano|public|2007-03-13T00:00:00|-
IT|public|LVN|40.784303|15.304638|558|LAVIANO|public|2003-05-30T00:00:00|2007-03-13T00:00:00
IT|public|LTR|40.0876|16.0094|882|Latronico|public|2006-05-24T00:00:00|-
IT|public|LTA|41.4725|12.9068|32|Latina|public|2017-07-18T00:00:00|-
IT|public|LSN|41.8526|15.3601|18|Lesina|public|2009-10-21T00:00:00|-
IT|public|LRS|40.0466|15.8348|440|Lauria|public|2010-08-04T00:00:00|-
IT|public|LRNO|41.8066|14.9201|409|Larino|public|2018-08-22T00:00:00|-
IT|public|LRG|40.0218|15.8908|756|Lauria Galdo|public|2010-05-20T00:00:00|-
IT|public|LPR1|38.4695|14.9569|63|Lipari|public|2013-10-08T00:00:00|-
IT|public|LPR|38.468151|14.956903|67|LIPARI|public|2004-06-22T00:00:00|2013-10-08T00:00:00
IT|public|LNT|37.2883987426758|15.0022001266479|117||public|1900-01-01T00:00:00|-
IT|public|LMZ|38.9187|16.2527|63|Lamezia Terme|public|2002-01-09T00:00:00|-
IT|public|LIC|37.1053|13.9074|197|Licata|public|2008-03-12T00:00:00|-
IT|public|LGN|40.131111|15.758496|803|LAGONEGRO|public|2004-10-12T00:00:00|2023-05-30T00:00:00
IT|public|LGGR|40.1226|15.7611|645|Lagonegro|public|2023-05-30T00:00:00|-
