scene,dwell_s,net,sta,lat,lon,name,datacentre,start,end,waveform_bytes,rms_um,peak_um,chan,note
CAPELLA_C15_SP_CPHD_HH_20241115212743_20241115212823,40.1,AM,RC269,47.47747747747748,19.049177505045154,Raspberry Shake Citizen Science Station,RASPISHAKE,2024-11-15T21:28:23Z,2024-11-15T21:29:03Z,6656,0.1091,0.6030,EHZ,
CAPELLA_C13_SP_CPHD_HH_20241008104829_20241008104908,39.0,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-10-08T10:49:07Z,2024-10-08T10:49:45Z,24064,2.1521,9.5165,HHN,
CAPELLA_C14_SP_CPHD_HH_20240924060907_20240924060945,38.4,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-09-24T06:09:08Z,2024-09-24T06:09:46Z,25600,0.9952,4.9514,HHN,
CAPELLA_C13_SP_CPHD_HH_20241003024738_20241003024817,38.2,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-10-03T02:48:16Z,2024-10-03T02:48:54Z,29184,2.0354,10.8519,HHN,
CAPELLA_C15_SP_CPHD_HH_20241114212350_20241114212427,37.6,AM,RC269,47.47747747747748,19.049177505045154,Raspberry Shake Citizen Science Station,RASPISHAKE,2024-11-14T21:24:27Z,2024-11-14T21:25:04Z,6656,0.1438,0.6981,EHZ,
CAPELLA_C13_SP_CPHD_HH_20241009004436_20241009004512,35.9,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-10-09T00:45:12Z,2024-10-09T00:45:47Z,26624,1.9141,7.6939,HHE,
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,30208,1.6806,7.0425,HHE,
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,29696,2.4045,11.2295,HHE,
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,26624,2.8100,11.1130,HHN,
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,18944,2.3337,9.3572,HHN,
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,15872,2.2483,8.8295,HHE,
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,15872,4.6468,18.5031,HHE,
CAPELLA_C10_SP_CPHD_HH_20240611004012_20240611004047,34.8,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-11T00:40:12Z,2024-06-11T00:40:46Z,15360,22.5250,74.3838,HHE,
CAPELLA_C13_SP_CPHD_HH_20241010111409_20241010111443,34.4,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-10-10T11:14:43Z,2024-10-10T11:15:17Z,23040,4.0360,16.1383,HHN,
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,27136,1.5980,8.3342,HHN,
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,27136,1.7410,7.3395,HHE,
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,26624,1.7143,7.4110,HHN,
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,17408,51.8197,175.7129,HHZ,
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,16384,1.2974,5.0933,HHN,
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,15360,70.6613,211.6569,HHE,
CAPELLA_C10_SP_CPHD_HH_20240615223406_20240615223440,34.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-15T22:34:06Z,2024-06-15T22:34:40Z,14336,1.2419,5.9654,HHN,
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,50176,1743.0012,9486.1851,HHZ,
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,24576,4.6419,16.4912,HHE,
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,24064,1.2685,5.9421,HHN,
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,22016,,,,no channel survived response removal
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,19968,1.2043,5.4360,HHE,
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,14848,0.9881,4.6300,HHE,
CAPELLA_C10_SP_CPHD_HH_20240718073407_20240718073441,33.9,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-18T07:34:07Z,2024-07-18T07:34:40Z,13824,1.1135,5.5075,HHE,
CAPELLA_C10_SP_CPHD_HH_20240919044744_20240919044817,33.4,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-09-19T04:47:44Z,2024-09-19T04:48:17Z,25088,1.4633,6.6075,HHN,
CAPELLA_C13_SP_CPHD_HH_20241114042855_20241114042929,33.3,AM,RC269,47.47747747747748,19.049177505045154,Raspberry Shake Citizen Science Station,RASPISHAKE,2024-11-14T04:29:29Z,2024-11-14T04:30:02Z,6144,0.1290,0.6980,EHZ,
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,31232,1.3100,5.3395,HHN,
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,27136,1.8620,8.3717,HHE,
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,26624,1.3599,6.2017,HHN,
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,16384,1.1812,5.3625,HHN,
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,BYL,19.412087,-155.259877,Byron's Ledge,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,15360,9.0268,29.5553,HHZ,
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,15360,4.8105,21.5525,HHE,
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,14848,0.7220,3.2955,HHN,
CAPELLA_C10_SP_CPHD_HH_20240624025907_20240624025940,32.8,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-24T02:59:07Z,2024-06-24T02:59:39Z,14336,33.7314,95.7111,HHN,
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,32768,2.1618,9.7960,HHN,
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,25088,1.9418,10.4359,HHN,
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,24064,2.2756,10.6771,HHE,
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,18944,109.9629,449.2371,HHZ,
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,15872,1.4716,7.1811,HHN,
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,15872,1.7808,8.4539,HHN,
CAPELLA_C09_SP_CPHD_HH_20240613070349_20240613070421,32.5,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-13T07:03:49Z,2024-06-13T07:04:21Z,11264,10.4266,34.3641,HHE,
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,48640,933.2522,4550.7790,HHN,
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,25600,1.2639,5.9495,HHN,
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,23552,1.1479,5.5728,HHN,
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,22016,1.4221,5.4990,HHN,
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,15360,0.9652,4.6635,HHN,
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,14336,1.0229,4.7154,HHN,
CAPELLA_C10_SP_CPHD_HH_20240702141725_20240702141758,32.4,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-02T14:17:25Z,2024-07-02T14:17:57Z,12800,3.3719,16.6944,HHE,
CAPELLA_C15_SP_CPHD_HH_20240820012719_20240820012752,32.2,CN,FRB,63.7469,-68.5451,"Iqaluit, NU, CA",IRISDMC,2024-08-20T01:27:51Z,2024-08-20T01:28:23Z,43008,0.1482,0.6038,BH1,
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,47616,1580.1507,8000.3321,HHZ,
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,28160,1.0660,5.8303,HHE,
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,24576,1.0495,4.4393,HHN,
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,23040,2.3260,11.7655,HHN,
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,20480,,,,no channel survived response removal
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,14336,1.2216,5.7292,HHN,
CAPELLA_C10_SP_CPHD_HH_20240711114052_20240711114124,32.0,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-11T11:40:52Z,2024-07-11T11:41:23Z,14336,1.5893,6.1519,HHN,
CAPELLA_C11_SP_CPHD_HH_20241125040648_20241125040720,32.0,AU,NIUE,-19.0763,-169.9272,"Niue Island, Niue",IRISDMC,2024-11-25T04:07:21Z,2024-11-25T04:07:53Z,7168,5.4716,24.2857,BHN,
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,46592,1918.2789,10041.6293,HHZ,
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,29184,1.8750,8.0400,HHN,
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,28160,1.4873,7.0290,HHN,
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,25088,2.2449,9.1819,HHN,
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,17408,1.1090,5.1241,HHN,
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,BYL,19.412087,-155.259877,Byron's Ledge,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,14336,1.5153,7.0986,HHZ,
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,14336,1.1834,6.4394,HHE,
CAPELLA_C10_SP_CPHD_HH_20240709202225_20240709202256,31.6,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-09T20:22:25Z,2024-07-09T20:22:56Z,14336,4.7289,21.8044,HHE,
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,25600,2.0431,6.8055,HHE,
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,24576,1.4373,7.0333,HHN,
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,23552,1.6671,7.5427,HHN,
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,15872,0.9951,4.8410,HHE,
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,15360,0.8701,4.3113,HHN,
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,13824,2.7087,14.3703,HHE,
CAPELLA_C10_SP_CPHD_HH_20240619050651_20240619050722,31.3,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-19T05:06:51Z,2024-06-19T05:07:22Z,12288,18.1145,59.4702,HHE,
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,46080,730.1025,3583.2767,HHZ,
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,22528,1.5398,5.9426,HHE,
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,22016,0.9105,4.7792,HHE,
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,21504,1.8920,7.9072,HHE,
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,20992,,,,no channel survived response removal
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,BYL,19.412087,-155.259877,Byron's Ledge,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,19968,,,,no channel survived response removal
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,15360,1.2233,4.3927,HHN,
CAPELLA_C10_SP_CPHD_HH_20240720154849_20240720154920,30.9,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-20T15:48:49Z,2024-07-20T15:49:19Z,13312,1.2024,4.9028,HHN,
CAPELLA_C09_SP_CPHD_HH_20240716090023_20240716090053,30.5,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-16T09:00:22Z,2024-07-16T09:00:52Z,45568,1015.5370,5418.0677,HHZ,
CAPELLA_C11_SP_CPHD_HH_20241121042705_20241121042736,30.5,IU,RAR,-21.2125,-159.7733,"Rarotonga, Cook Islands",IRISDMC,2024-11-21T04:27:36Z,2024-11-21T04:28:06Z,35328,317677694.8412,1159749506.5417,LWD,
CAPELLA_C09_SP_CPHD_HH_20240716090023_20240716090053,30.5,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-16T09:00:22Z,2024-07-16T09:00:52Z,27136,2.0741,9.3192,HHN,
CAPELLA_C09_SP_CPHD_HH_20240716090023_20240716090053,30.5,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-16T09:00:22Z,2024-07-16T09:00:52Z,26112,1.5612,7.2498,HHN,
CAPELLA_C09_SP_CPHD_HH_20240716090023_20240716090053,30.5,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-16T09:00:22Z,2024-07-16T09:00:52Z,24576,,,,no channel survived response removal
CAPELLA_C09_SP_CPHD_HH_20240716090023_20240716090053,30.5,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-16T09:00:22Z,2024-07-16T09:00:52Z,23040,2.4388,9.2961,HHN,
CAPELLA_C09_SP_CPHD_HH_20240716090023_20240716090053,30.5,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-16T09:00:22Z,2024-07-16T09:00:52Z,17408,1.4261,6.5976,HHE,
CAPELLA_C09_SP_CPHD_HH_20240716090023_20240716090053,30.5,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-16T09:00:22Z,2024-07-16T09:00:52Z,15360,1.2948,5.8303,HHN,
CAPELLA_C10_SP_CPHD_HH_20240803004650_20240803004720,30.4,BK,ORV,39.554508,-121.500359,"Oroville Dam, Oroville, CA, USA",NCEDC,2024-08-03T00:46:51Z,2024-08-03T00:47:21Z,167936,34114508.5264,111383867.6442,LCE,
CAPELLA_C10_SP_CPHD_HH_20240609091921_20240609091951,30.0,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-09T09:19:21Z,2024-06-09T09:19:50Z,24576,14.9788,50.4000,HHN,
CAPELLA_C10_SP_CPHD_HH_20240609091921_20240609091951,30.0,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-09T09:19:21Z,2024-06-09T09:19:50Z,22528,2.8613,12.7675,HHE,
CAPELLA_C10_SP_CPHD_HH_20240609091921_20240609091951,30.0,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-09T09:19:21Z,2024-06-09T09:19:50Z,22528,3.6785,16.6132,HHE,
CAPELLA_C10_SP_CPHD_HH_20240609091921_20240609091951,30.0,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-09T09:19:21Z,2024-06-09T09:19:50Z,14336,44.5045,159.0077,HHE,
CAPELLA_C10_SP_CPHD_HH_20240609091921_20240609091951,30.0,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-09T09:19:21Z,2024-06-09T09:19:50Z,13824,2.2695,10.0394,HHE,
CAPELLA_C10_SP_CPHD_HH_20240609091921_20240609091951,30.0,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-09T09:19:21Z,2024-06-09T09:19:50Z,13312,2.4108,10.1832,HHE,
CAPELLA_C10_SP_CPHD_HH_20240609091921_20240609091951,30.0,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-09T09:19:21Z,2024-06-09T09:19:50Z,11776,8.4637,27.2592,HHN,
CAPELLA_C10_SP_CPHD_HH_20240627162715_20240627162745,29.9,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-27T16:27:15Z,2024-06-27T16:27:44Z,24064,1.2489,5.0759,HHN,
CAPELLA_C10_SP_CPHD_HH_20240627162715_20240627162745,29.9,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-27T16:27:15Z,2024-06-27T16:27:44Z,22528,1.3681,6.3636,HHN,
CAPELLA_C10_SP_CPHD_HH_20240627162715_20240627162745,29.9,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-27T16:27:15Z,2024-06-27T16:27:44Z,18944,1.2055,5.5070,HHN,
CAPELLA_C10_SP_CPHD_HH_20240627162715_20240627162745,29.9,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-27T16:27:15Z,2024-06-27T16:27:44Z,14336,0.9410,4.2116,HHN,
CAPELLA_C10_SP_CPHD_HH_20240627162715_20240627162745,29.9,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-27T16:27:15Z,2024-06-27T16:27:44Z,14336,0.8260,4.1813,HHE,
CAPELLA_C10_SP_CPHD_HH_20240627162715_20240627162745,29.9,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-27T16:27:15Z,2024-06-27T16:27:44Z,12800,2.4147,10.7209,HHE,
CAPELLA_C10_SP_CPHD_HH_20240627162715_20240627162745,29.9,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-27T16:27:15Z,2024-06-27T16:27:44Z,11776,33.6483,101.3141,HHE,
CAPELLA_C10_SP_CPHD_HH_20240612090414_20240612090444,29.8,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-12T09:04:14Z,2024-06-12T09:04:43Z,25088,0.9459,4.3444,HHE,
CAPELLA_C10_SP_CPHD_HH_20240612090414_20240612090444,29.8,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-12T09:04:14Z,2024-06-12T09:04:43Z,19968,1.7563,8.4885,HHN,
CAPELLA_C10_SP_CPHD_HH_20240612090414_20240612090444,29.8,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-12T09:04:14Z,2024-06-12T09:04:43Z,18944,1.3805,7.1743,HHN,
CAPELLA_C10_SP_CPHD_HH_20240612090414_20240612090444,29.8,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-12T09:04:14Z,2024-06-12T09:04:43Z,13824,1.1121,4.5159,HHN,
CAPELLA_C10_SP_CPHD_HH_20240612090414_20240612090444,29.8,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-12T09:04:14Z,2024-06-12T09:04:43Z,13312,19.8544,56.2885,HHZ,
