scene,dwell_s,net,sta,lat,lon,name,datacentre,start,end,waveform_bytes
CAPELLA_C14_SP_CPHD_HH_20240630171031_20240630171100,28.2,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-30T17:10:59Z,2024-06-30T17:11:27Z,17920
CAPELLA_C14_SP_CPHD_HH_20240604035617_20240604035645,28.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-04T03:56:45Z,2024-06-04T03:57:13Z,16896
CAPELLA_C14_SP_CPHD_HH_20240627182210_20240627182238,28.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-27T18:22:39Z,2024-06-27T18:23:07Z,15360
CAPELLA_C14_SP_CPHD_HH_20240627182210_20240627182238,28.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-27T18:22:39Z,2024-06-27T18:23:07Z,14848
CAPELLA_C14_SP_CPHD_HH_20240604035617_20240604035645,28.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-04T03:56:45Z,2024-06-04T03:57:13Z,14848
CAPELLA_C14_SP_CPHD_HH_20240604035617_20240604035645,28.2,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-04T03:56:45Z,2024-06-04T03:57:13Z,14848
CAPELLA_C14_SP_CPHD_HH_20240715111140_20240715111208,28.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-15T11:12:08Z,2024-07-15T11:12:36Z,14848
CAPELLA_C14_SP_CPHD_HH_20240610013244_20240610013313,28.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-10T01:33:13Z,2024-06-10T01:33:41Z,14336
CAPELLA_C14_SP_CPHD_HH_20240610013244_20240610013313,28.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-10T01:33:13Z,2024-06-10T01:33:41Z,14336
CAPELLA_C14_SP_CPHD_HH_20240610013244_20240610013313,28.2,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-10T01:33:13Z,2024-06-10T01:33:41Z,14336
CAPELLA_C14_SP_CPHD_HH_20240715111140_20240715111208,28.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-15T11:12:08Z,2024-07-15T11:12:36Z,14336
CAPELLA_C14_SP_CPHD_HH_20240627182210_20240627182238,28.2,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-27T18:22:39Z,2024-06-27T18:23:07Z,13824
CAPELLA_C14_SP_CPHD_HH_20240709133511_20240709133539,28.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-09T13:35:39Z,2024-07-09T13:36:07Z,13824
CAPELLA_C14_SP_CPHD_HH_20240709133511_20240709133539,28.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-09T13:35:39Z,2024-07-09T13:36:07Z,13824
CAPELLA_C14_SP_CPHD_HH_20240709133511_20240709133539,28.2,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-09T13:35:39Z,2024-07-09T13:36:07Z,13824
CAPELLA_C14_SP_CPHD_HH_20240610013244_20240610013313,28.2,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-10T01:33:13Z,2024-06-10T01:33:41Z,12800
CAPELLA_C14_SP_CPHD_HH_20240630171031_20240630171100,28.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-30T17:10:59Z,2024-06-30T17:11:27Z,12288
CAPELLA_C14_SP_CPHD_HH_20240607024429_20240607024457,28.2,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-07T02:44:57Z,2024-06-07T02:45:25Z,12288
CAPELLA_C14_SP_CPHD_HH_20240712122324_20240712122353,28.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-12T12:23:53Z,2024-07-12T12:24:21Z,12288
CAPELLA_C14_SP_CPHD_HH_20240627182210_20240627182238,28.2,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-27T18:22:39Z,2024-06-27T18:23:07Z,11776
CAPELLA_C14_SP_CPHD_HH_20240630171031_20240630171100,28.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-30T17:10:59Z,2024-06-30T17:11:27Z,11264
CAPELLA_C14_SP_CPHD_HH_20240607024429_20240607024457,28.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-07T02:44:57Z,2024-06-07T02:45:25Z,11264
CAPELLA_C14_SP_CPHD_HH_20240607024429_20240607024457,28.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-07T02:44:57Z,2024-06-07T02:45:25Z,11264
CAPELLA_C14_SP_CPHD_HH_20240712122324_20240712122353,28.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-12T12:23:53Z,2024-07-12T12:24:21Z,11264
CAPELLA_C14_SP_CPHD_HH_20240604035617_20240604035645,28.2,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-04T03:56:45Z,2024-06-04T03:57:13Z,10752
CAPELLA_C14_SP_CPHD_HH_20240607024429_20240607024457,28.2,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-07T02:44:57Z,2024-06-07T02:45:25Z,10752
CAPELLA_C14_SP_CPHD_HH_20240630171031_20240630171100,28.2,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-30T17:10:59Z,2024-06-30T17:11:27Z,9216
CAPELLA_C15_SP_CPHD_HH_20241006083015_20241006083043,27.9,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-10-06T08:30:43Z,2024-10-06T08:31:10Z,18432
CAPELLA_C10_SP_CPHD_HH_20240622045032_20240622045100,27.7,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-22T04:50:32Z,2024-06-22T04:50:59Z,24064
CAPELLA_C10_SP_CPHD_HH_20240622045032_20240622045100,27.7,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-22T04:50:32Z,2024-06-22T04:50:59Z,23040
CAPELLA_C10_SP_CPHD_HH_20240622045032_20240622045100,27.7,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-22T04:50:32Z,2024-06-22T04:50:59Z,22016
CAPELLA_C15_SP_CPHD_HH_20240921083038_20240921083105,27.7,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-09-21T08:31:05Z,2024-09-21T08:31:32Z,20480
CAPELLA_C10_SP_CPHD_HH_20240622045032_20240622045100,27.7,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-22T04:50:32Z,2024-06-22T04:50:59Z,14336
CAPELLA_C10_SP_CPHD_HH_20240622045032_20240622045100,27.7,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-22T04:50:32Z,2024-06-22T04:50:59Z,14336
CAPELLA_C10_SP_CPHD_HH_20240622045032_20240622045100,27.7,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-22T04:50:32Z,2024-06-22T04:50:59Z,13312
CAPELLA_C10_SP_CPHD_HH_20240622045032_20240622045100,27.7,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-22T04:50:32Z,2024-06-22T04:50:59Z,10240
CAPELLA_C10_SP_CPHD_HH_20240831215822_20240831215849,27.1,HV,KNHD,19.379447,-155.169297,Kane Nui O Hamo,IRISDMC,2024-08-31T21:58:22Z,2024-08-31T21:58:49Z,2560
CAPELLA_C10_SP_CPHD_HH_20240705135904_20240705135931,26.9,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-05T13:59:04Z,2024-07-05T13:59:30Z,39936
CAPELLA_C10_SP_CPHD_HH_20240705135904_20240705135931,26.9,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-05T13:59:04Z,2024-07-05T13:59:30Z,21504
CAPELLA_C10_SP_CPHD_HH_20240705135904_20240705135931,26.9,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-05T13:59:04Z,2024-07-05T13:59:30Z,19456
CAPELLA_C10_SP_CPHD_HH_20240705135904_20240705135931,26.9,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-05T13:59:04Z,2024-07-05T13:59:30Z,18432
CAPELLA_C10_SP_CPHD_HH_20240705135904_20240705135931,26.9,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-05T13:59:04Z,2024-07-05T13:59:30Z,12800
CAPELLA_C10_SP_CPHD_HH_20240705135904_20240705135931,26.9,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-05T13:59:04Z,2024-07-05T13:59:30Z,12288
CAPELLA_C10_SP_CPHD_HH_20240705135904_20240705135931,26.9,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-05T13:59:04Z,2024-07-05T13:59:30Z,11776
CAPELLA_C06_SP_CPHD_HH_20220312195320_20220312195347,26.6,AM,R349C,44.03603603603604,-123.06843625304975,Raspberry Shake Citizen Science Station,RASPISHAKE,2022-03-12T19:53:47Z,2022-03-12T19:54:13Z,42496
CAPELLA_C15_SP_CPHD_HH_20241012090329_20241012090356,26.6,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-10-12T09:03:56Z,2024-10-12T09:04:22Z,19968
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,26.4,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-17T20:13:10Z,2024-06-17T20:13:36Z,21504
CAPELLA_C09_SP_CPHD_HH_20240606011332_20240606011359,26.4,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-06T01:13:32Z,2024-06-06T01:13:58Z,19968
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,26.4,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-17T20:13:10Z,2024-06-17T20:13:36Z,19456
CAPELLA_C09_SP_CPHD_HH_20240606011332_20240606011359,26.4,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-06T01:13:32Z,2024-06-06T01:13:58Z,19456
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,26.4,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-17T20:13:10Z,2024-06-17T20:13:36Z,18432
CAPELLA_C09_SP_CPHD_HH_20240606011332_20240606011359,26.4,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-06T01:13:32Z,2024-06-06T01:13:58Z,18432
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,26.4,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-17T20:13:10Z,2024-06-17T20:13:36Z,13312
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,26.4,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-17T20:13:10Z,2024-06-17T20:13:36Z,13312
CAPELLA_C09_SP_CPHD_HH_20240606011332_20240606011359,26.4,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-06T01:13:32Z,2024-06-06T01:13:58Z,13312
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,26.4,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-17T20:13:10Z,2024-06-17T20:13:36Z,12288
CAPELLA_C09_SP_CPHD_HH_20240606011332_20240606011359,26.4,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-06T01:13:32Z,2024-06-06T01:13:58Z,11264
CAPELLA_C09_SP_CPHD_HH_20240606011332_20240606011359,26.4,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-06T01:13:32Z,2024-06-06T01:13:58Z,11264
CAPELLA_C09_SP_CPHD_HH_20240617201311_20240617201337,26.4,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-17T20:13:10Z,2024-06-17T20:13:36Z,10240
CAPELLA_C09_SP_CPHD_HH_20240606011332_20240606011359,26.4,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-06T01:13:32Z,2024-06-06T01:13:58Z,10240
CAPELLA_C09_SP_CPHD_HH_20240719064935_20240719065001,26.2,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-19T06:49:34Z,2024-07-19T06:50:00Z,39936
CAPELLA_C09_SP_CPHD_HH_20240719064935_20240719065001,26.2,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-19T06:49:34Z,2024-07-19T06:50:00Z,21504
CAPELLA_C09_SP_CPHD_HH_20240719064935_20240719065001,26.2,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-19T06:49:34Z,2024-07-19T06:50:00Z,19456
CAPELLA_C09_SP_CPHD_HH_20240719064935_20240719065001,26.2,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-19T06:49:34Z,2024-07-19T06:50:00Z,19456
CAPELLA_C09_SP_CPHD_HH_20240719064935_20240719065001,26.2,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-19T06:49:34Z,2024-07-19T06:50:00Z,17920
CAPELLA_C09_SP_CPHD_HH_20240719064935_20240719065001,26.2,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-19T06:49:34Z,2024-07-19T06:50:00Z,12800
CAPELLA_C09_SP_CPHD_HH_20240719064935_20240719065001,26.2,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-19T06:49:34Z,2024-07-19T06:50:00Z,11776
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,39936
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,21504
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,19456
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,16896
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,11776
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,11264
CAPELLA_C10_SP_CPHD_HH_20240708120004_20240708120030,26.1,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-07-08T12:00:04Z,2024-07-08T12:00:30Z,9728
CAPELLA_C09_SP_CPHD_HH_20231119132416_20231119132442,25.7,NN,UNVG,36.1106,-115.1446,"UNLV greenhouse area, Las Vegas Valley",IRISDMC,2023-11-19T13:24:16Z,2023-11-19T13:24:41Z,46592
CAPELLA_C09_SP_CPHD_HH_20231119132416_20231119132442,25.7,NN,CC12,36.1337,-115.1709,Clark County Firehouse 12; ANSS SM w84gm,IRISDMC,2023-11-19T13:24:16Z,2023-11-19T13:24:41Z,23552
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,UWE,19.420972,-155.291162,Uwekahuna Vault Hawaii,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,19456
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,RIMD,19.395368,-155.273643,Caldera Rim Hawaii Digital,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,16896
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,KKO,19.398242,-155.266032,Keanakakoi Crater,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,16384
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,SDH,19.390003,-155.293995,Sand Hill,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,12288
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,WRM,19.406623,-155.300005,West Rim Hawaii Digital,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,12288
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,OTLD,19.386532,-155.281715,Outlet Digital,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,11264
CAPELLA_C10_SP_CPHD_HH_20240608005508_20240608005534,25.7,HV,UWB,19.42476,-155.277582,Uwekahuna Bluff Hawaii,IRISDMC,2024-06-08T00:55:08Z,2024-06-08T00:55:33Z,11264
CAPELLA_C02_SP_CPHD_HH_20210310215642_20210310215708,25.6,IV,VENL,45.4167,12.3765,Venezia Lido,INGV,2021-03-10T21:57:08Z,2021-03-10T21:57:33Z,10752
CAPELLA_C10_SP_CPHD_HH_20240926191432_20240926191457,25.1,LX,GGNV,38.718498,-9.1505,"Lisboa, Geofisico, Portugal",IRISDMC,2024-09-26T19:14:31Z,2024-09-26T19:14:56Z,18944
CAPELLA_C10_SP_CPHD_HH_20240926191432_20240926191457,25.1,AM,R2A34,38.729729729729726,-9.134956051825696,Raspberry Shake Citizen Science Station,RASPISHAKE,2024-09-26T19:14:31Z,2024-09-26T19:14:56Z,5632
CAPELLA_C13_SP_CPHD_HH_20240930140452_20240930140517,25.0,HV,PAUD,19.373785,-155.2155,"Pauahi, Hawaii Digital",IRISDMC,2024-09-30T14:05:17Z,2024-09-30T14:05:42Z,16896
